行政區,年,月,年齡,男,女,合計
中和區,112,4,0歲,959,858,1817
中和區,112,4,1歲,1180,1118,2298
中和區,112,4,2歲,1194,1101,2295
中和區,112,4,3歲,1313,1197,2510
中和區,112,4,4歲,1324,1326,2650
中和區,112,4,5歲,1492,1339,2831
中和區,112,4,6歲,1577,1444,3021
中和區,112,4,7歲,1606,1515,3121
中和區,112,4,8歲,1670,1530,3200
中和區,112,4,9歲,1475,1327,2802
中和區,112,4,10歲,1598,1512,3110
中和區,112,4,11歲,1362,1290,2652
中和區,112,4,12歲,1135,988,2123
中和區,112,4,13歲,1376,1226,2602
中和區,112,4,14歲,1449,1346,2795
中和區,112,4,15歲,1559,1486,3045
中和區,112,4,16歲,1647,1465,3112
中和區,112,4,17歲,1717,1540,3257
中和區,112,4,18歲,1764,1568,3332
中和區,112,4,19歲,1868,1614,3482
中和區,112,4,20歲,2004,1774,3778
中和區,112,4,21歲,1922,1833,3755
中和區,112,4,22歲,2335,2236,4571
中和區,112,4,23歲,2280,2128,4408
中和區,112,4,24歲,2225,2119,4344
中和區,112,4,25歲,2425,2309,4734
中和區,112,4,26歲,2548,2497,5045
中和區,112,4,27歲,2633,2524,5157
中和區,112,4,28歲,2586,2358,4944
中和區,112,4,29歲,2674,2561,5235
中和區,112,4,30歲,2705,2482,5187
中和區,112,4,31歲,2697,2486,5183
中和區,112,4,32歲,2910,2554,5464
中和區,112,4,33歲,2756,2649,5405
中和區,112,4,34歲,2929,2792,5721
中和區,112,4,35歲,2642,2678,5320
中和區,112,4,36歲,2574,2566,5140
中和區,112,4,37歲,2901,2792,5693
中和區,112,4,38歲,3221,3174,6395
中和區,112,4,39歲,3244,3329,6573
中和區,112,4,40歲,3493,3420,6913
中和區,112,4,41歲,3565,3629,7194
中和區,112,4,42歲,3619,3718,7337
中和區,112,4,43歲,3853,3894,7747
中和區,112,4,44歲,3652,3811,7463
中和區,112,4,45歲,3518,3548,7066
中和區,112,4,46歲,3769,3887,7656
中和區,112,4,47歲,3274,3428,6702
中和區,112,4,48歲,3123,3365,6488
中和區,112,4,49歲,3195,3306,6501
中和區,112,4,50歲,3123,3366,6489
中和區,112,4,51歲,3084,3416,6500
中和區,112,4,52歲,3119,3415,6534
中和區,112,4,53歲,3055,3435,6490
中和區,112,4,54歲,2956,3331,6287
中和區,112,4,55歲,2946,3189,6135
中和區,112,4,56歲,2841,3352,6193
中和區,112,4,57歲,2887,3297,6184
中和區,112,4,58歲,2809,3433,6242
中和區,112,4,59歲,2854,3545,6399
中和區,112,4,60歲,2946,3665,6611
中和區,112,4,61歲,2864,3505,6369
中和區,112,4,62歲,2854,3536,6390
中和區,112,4,63歲,2840,3584,6424
中和區,112,4,64歲,2840,3746,6586
中和區,112,4,65歲,2658,3324,5982
中和區,112,4,66歲,2731,3526,6257
中和區,112,4,67歲,2822,3515,6337
中和區,112,4,68歲,2697,3513,6210
中和區,112,4,69歲,2590,3321,5911
中和區,112,4,70歲,2427,3195,5622
中和區,112,4,71歲,2555,3183,5738
中和區,112,4,72歲,2051,2596,4647
中和區,112,4,73歲,1907,2418,4325
中和區,112,4,74歲,1775,2197,3972
中和區,112,4,75歲,1419,1775,3194
中和區,112,4,76歲,1166,1594,2760
中和區,112,4,77歲,784,1108,1892
中和區,112,4,78歲,883,1151,2034
中和區,112,4,79歲,834,1207,2041
中和區,112,4,80歲,704,1082,1786
中和區,112,4,81歲,673,967,1640
中和區,112,4,82歲,598,1006,1604
中和區,112,4,83歲,473,770,1243
中和區,112,4,84歲,364,720,1084
中和區,112,4,85歲,291,592,883
中和區,112,4,86歲,300,522,822
中和區,112,4,87歲,240,433,673
中和區,112,4,88歲,219,408,627
中和區,112,4,89歲,205,315,520
中和區,112,4,90歲,211,268,479
中和區,112,4,91歲,214,232,446
中和區,112,4,92歲,178,187,365
中和區,112,4,93歲,178,123,301
中和區,112,4,94歲,154,129,283
中和區,112,4,95歲,91,99,190
中和區,112,4,96歲,81,74,155
中和區,112,4,97歲,65,53,118
中和區,112,4,98歲,44,33,77
中和區,112,4,99歲,29,30,59
中和區,112,4,100歲以上,43,44,87
總計,,,,195209,210162,405371


              
