行政區,年,月,年齡,男,女,合計
中和區,112,7,0歲,919,845,1764
中和區,112,7,1歲,1150,1051,2201
中和區,112,7,2歲,1185,1126,2311
中和區,112,7,3歲,1295,1197,2492
中和區,112,7,4歲,1318,1306,2624
中和區,112,7,5歲,1459,1300,2759
中和區,112,7,6歲,1582,1432,3014
中和區,112,7,7歲,1602,1553,3155
中和區,112,7,8歲,1696,1523,3219
中和區,112,7,9歲,1468,1370,2838
中和區,112,7,10歲,1573,1445,3018
中和區,112,7,11歲,1428,1385,2813
中和區,112,7,12歲,1193,1027,2220
中和區,112,7,13歲,1358,1206,2564
中和區,112,7,14歲,1482,1361,2843
中和區,112,7,15歲,1553,1492,3045
中和區,112,7,16歲,1707,1513,3220
中和區,112,7,17歲,1677,1489,3166
中和區,112,7,18歲,1782,1586,3368
中和區,112,7,19歲,1837,1629,3466
中和區,112,7,20歲,1993,1736,3729
中和區,112,7,21歲,2003,1855,3858
中和區,112,7,22歲,2210,2139,4349
中和區,112,7,23歲,2333,2203,4536
中和區,112,7,24歲,2169,2097,4266
中和區,112,7,25歲,2391,2215,4606
中和區,112,7,26歲,2555,2541,5096
中和區,112,7,27歲,2610,2497,5107
中和區,112,7,28歲,2608,2372,4980
中和區,112,7,29歲,2650,2562,5212
中和區,112,7,30歲,2726,2485,5211
中和區,112,7,31歲,2729,2505,5234
中和區,112,7,32歲,2763,2537,5300
中和區,112,7,33歲,2909,2684,5593
中和區,112,7,34歲,2791,2700,5491
中和區,112,7,35歲,2791,2714,5505
中和區,112,7,36歲,2592,2592,5184
中和區,112,7,37歲,2742,2726,5468
中和區,112,7,38歲,3198,3173,6371
中和區,112,7,39歲,3220,3268,6488
中和區,112,7,40歲,3438,3360,6798
中和區,112,7,41歲,3573,3607,7180
中和區,112,7,42歲,3668,3745,7413
中和區,112,7,43歲,3740,3803,7543
中和區,112,7,44歲,3734,3883,7617
中和區,112,7,45歲,3615,3675,7290
中和區,112,7,46歲,3707,3849,7556
中和區,112,7,47歲,3412,3553,6965
中和區,112,7,48歲,3165,3418,6583
中和區,112,7,49歲,3165,3295,6460
中和區,112,7,50歲,3247,3361,6608
中和區,112,7,51歲,3067,3429,6496
中和區,112,7,52歲,3074,3427,6501
中和區,112,7,53歲,3076,3483,6559
中和區,112,7,54歲,3014,3351,6365
中和區,112,7,55歲,2947,3222,6169
中和區,112,7,56歲,2878,3342,6220
中和區,112,7,57歲,2918,3311,6229
中和區,112,7,58歲,2815,3461,6276
中和區,112,7,59歲,2846,3531,6377
中和區,112,7,60歲,2945,3658,6603
中和區,112,7,61歲,2874,3537,6411
中和區,112,7,62歲,2884,3534,6418
中和區,112,7,63歲,2805,3529,6334
中和區,112,7,64歲,2802,3680,6482
中和區,112,7,65歲,2735,3501,6236
中和區,112,7,66歲,2723,3455,6178
中和區,112,7,67歲,2817,3504,6321
中和區,112,7,68歲,2747,3615,6362
中和區,112,7,69歲,2567,3367,5934
中和區,112,7,70歲,2472,3218,5690
中和區,112,7,71歲,2473,3131,5604
中和區,112,7,72歲,2245,2852,5097
中和區,112,7,73歲,1903,2438,4341
中和區,112,7,74歲,1749,2203,3952
中和區,112,7,75歲,1478,1831,3309
中和區,112,7,76歲,1243,1612,2855
中和區,112,7,77歲,821,1125,1946
中和區,112,7,78歲,868,1190,2058
中和區,112,7,79歲,854,1190,2044
中和區,112,7,80歲,707,1047,1754
中和區,112,7,81歲,680,1033,1713
中和區,112,7,82歲,608,987,1595
中和區,112,7,83歲,505,802,1307
中和區,112,7,84歲,368,729,1097
中和區,112,7,85歲,286,617,903
中和區,112,7,86歲,278,519,797
中和區,112,7,87歲,228,432,660
中和區,112,7,88歲,222,406,628
中和區,112,7,89歲,204,318,522
中和區,112,7,90歲,189,286,475
中和區,112,7,91歲,220,224,444
中和區,112,7,92歲,171,192,363
中和區,112,7,93歲,176,122,298
中和區,112,7,94歲,151,130,281
中和區,112,7,95歲,100,104,204
中和區,112,7,96歲,76,62,138
中和區,112,7,97歲,63,55,118
中和區,112,7,98歲,44,37,81
中和區,112,7,99歲,20,24,44
中和區,112,7,100歲以上,43,44,87
總計,,,,195690,210883,406573


              
