行政區,年,月,年齡,男,女,合計
泰山區,112,5,0歲,216,176,392
泰山區,112,5,1歲,245,221,466
泰山區,112,5,2歲,264,232,496
泰山區,112,5,3歲,299,262,561
泰山區,112,5,4歲,283,298,581
泰山區,112,5,5歲,309,308,617
泰山區,112,5,6歲,333,345,678
泰山區,112,5,7歲,370,386,756
泰山區,112,5,8歲,404,355,759
泰山區,112,5,9歲,371,332,703
泰山區,112,5,10歲,446,409,855
泰山區,112,5,11歲,409,360,769
泰山區,112,5,12歲,336,320,656
泰山區,112,5,13歲,382,367,749
泰山區,112,5,14歲,415,358,773
泰山區,112,5,15歲,441,384,825
泰山區,112,5,16歲,426,391,817
泰山區,112,5,17歲,435,383,818
泰山區,112,5,18歲,427,381,808
泰山區,112,5,19歲,424,426,850
泰山區,112,5,20歲,421,370,791
泰山區,112,5,21歲,437,393,830
泰山區,112,5,22歲,534,486,1020
泰山區,112,5,23歲,510,413,923
泰山區,112,5,24歲,475,414,889
泰山區,112,5,25歲,506,457,963
泰山區,112,5,26歲,547,511,1058
泰山區,112,5,27歲,560,500,1060
泰山區,112,5,28歲,522,496,1018
泰山區,112,5,29歲,587,498,1085
泰山區,112,5,30歲,549,485,1034
泰山區,112,5,31歲,515,474,989
泰山區,112,5,32歲,582,501,1083
泰山區,112,5,33歲,528,485,1013
泰山區,112,5,34歲,543,504,1047
泰山區,112,5,35歲,472,486,958
泰山區,112,5,36歲,487,500,987
泰山區,112,5,37歲,499,507,1006
泰山區,112,5,38歲,618,625,1243
泰山區,112,5,39歲,593,665,1258
泰山區,112,5,40歲,678,743,1421
泰山區,112,5,41歲,708,767,1475
泰山區,112,5,42歲,730,804,1534
泰山區,112,5,43歲,757,856,1613
泰山區,112,5,44歲,830,790,1620
泰山區,112,5,45歲,779,811,1590
泰山區,112,5,46歲,807,867,1674
泰山區,112,5,47歲,707,730,1437
泰山區,112,5,48歲,675,714,1389
泰山區,112,5,49歲,663,693,1356
泰山區,112,5,50歲,615,621,1236
泰山區,112,5,51歲,617,566,1183
泰山區,112,5,52歲,641,580,1221
泰山區,112,5,53歲,582,544,1126
泰山區,112,5,54歲,487,586,1073
泰山區,112,5,55歲,486,508,994
泰山區,112,5,56歲,507,548,1055
泰山區,112,5,57歲,524,554,1078
泰山區,112,5,58歲,489,588,1077
泰山區,112,5,59歲,487,616,1103
泰山區,112,5,60歲,489,596,1085
泰山區,112,5,61歲,477,543,1020
泰山區,112,5,62歲,477,545,1022
泰山區,112,5,63歲,433,510,943
泰山區,112,5,64歲,469,591,1060
泰山區,112,5,65歲,397,564,961
泰山區,112,5,66歲,456,523,979
泰山區,112,5,67歲,409,557,966
泰山區,112,5,68歲,447,503,950
泰山區,112,5,69歲,389,472,861
泰山區,112,5,70歲,372,480,852
泰山區,112,5,71歲,375,441,816
泰山區,112,5,72歲,356,363,719
泰山區,112,5,73歲,262,345,607
泰山區,112,5,74歲,269,307,576
泰山區,112,5,75歲,193,240,433
泰山區,112,5,76歲,190,185,375
泰山區,112,5,77歲,141,154,295
泰山區,112,5,78歲,115,176,291
泰山區,112,5,79歲,140,140,280
泰山區,112,5,80歲,110,129,239
泰山區,112,5,81歲,83,131,214
泰山區,112,5,82歲,88,115,203
泰山區,112,5,83歲,69,108,177
泰山區,112,5,84歲,71,95,166
泰山區,112,5,85歲,50,78,128
泰山區,112,5,86歲,38,49,87
泰山區,112,5,87歲,26,52,78
泰山區,112,5,88歲,28,45,73
泰山區,112,5,89歲,16,36,52
泰山區,112,5,90歲,17,25,42
泰山區,112,5,91歲,28,24,52
泰山區,112,5,92歲,15,11,26
泰山區,112,5,93歲,13,15,28
泰山區,112,5,94歲,11,16,27
泰山區,112,5,95歲,10,12,22
泰山區,112,5,96歲,5,5,10
泰山區,112,5,97歲,4,5,9
泰山區,112,5,98歲,4,2,6
泰山區,112,5,99歲,2,4,6
泰山區,112,5,100歲以上,3,5,8
總計,,,,38036,39147,77183


              
