行政區,年,月,年齡,男,女,合計
三芝區,112,9,0歲,41,35,76
三芝區,112,9,1歲,56,45,101
三芝區,112,9,2歲,49,43,92
三芝區,112,9,3歲,48,56,104
三芝區,112,9,4歲,67,50,117
三芝區,112,9,5歲,55,63,118
三芝區,112,9,6歲,50,53,103
三芝區,112,9,7歲,71,58,129
三芝區,112,9,8歲,61,71,132
三芝區,112,9,9歲,72,64,136
三芝區,112,9,10歲,79,58,137
三芝區,112,9,11歲,66,69,135
三芝區,112,9,12歲,62,46,108
三芝區,112,9,13歲,70,52,122
三芝區,112,9,14歲,76,64,140
三芝區,112,9,15歲,68,85,153
三芝區,112,9,16歲,87,85,172
三芝區,112,9,17歲,74,88,162
三芝區,112,9,18歲,95,90,185
三芝區,112,9,19歲,115,94,209
三芝區,112,9,20歲,97,115,212
三芝區,112,9,21歲,124,117,241
三芝區,112,9,22歲,151,135,286
三芝區,112,9,23歲,141,133,274
三芝區,112,9,24歲,150,123,273
三芝區,112,9,25歲,152,123,275
三芝區,112,9,26歲,170,155,325
三芝區,112,9,27歲,172,151,323
三芝區,112,9,28歲,168,149,317
三芝區,112,9,29歲,198,167,365
三芝區,112,9,30歲,186,125,311
三芝區,112,9,31歲,165,140,305
三芝區,112,9,32歲,157,113,270
三芝區,112,9,33歲,149,114,263
三芝區,112,9,34歲,109,122,231
三芝區,112,9,35歲,147,117,264
三芝區,112,9,36歲,132,125,257
三芝區,112,9,37歲,123,93,216
三芝區,112,9,38歲,142,118,260
三芝區,112,9,39歲,160,133,293
三芝區,112,9,40歲,138,146,284
三芝區,112,9,41歲,145,141,286
三芝區,112,9,42歲,169,166,335
三芝區,112,9,43歲,157,165,322
三芝區,112,9,44歲,175,166,341
三芝區,112,9,45歲,162,157,319
三芝區,112,9,46歲,189,135,324
三芝區,112,9,47歲,144,135,279
三芝區,112,9,48歲,157,149,306
三芝區,112,9,49歲,173,159,332
三芝區,112,9,50歲,167,156,323
三芝區,112,9,51歲,174,172,346
三芝區,112,9,52歲,187,189,376
三芝區,112,9,53歲,224,211,435
三芝區,112,9,54歲,208,204,412
三芝區,112,9,55歲,217,200,417
三芝區,112,9,56歲,199,173,372
三芝區,112,9,57歲,184,198,382
三芝區,112,9,58歲,214,194,408
三芝區,112,9,59歲,225,231,456
三芝區,112,9,60歲,224,216,440
三芝區,112,9,61歲,221,181,402
三芝區,112,9,62歲,200,193,393
三芝區,112,9,63歲,201,187,388
三芝區,112,9,64歲,200,173,373
三芝區,112,9,65歲,186,175,361
三芝區,112,9,66歲,180,162,342
三芝區,112,9,67歲,201,177,378
三芝區,112,9,68歲,198,158,356
三芝區,112,9,69歲,167,149,316
三芝區,112,9,70歲,142,160,302
三芝區,112,9,71歲,158,136,294
三芝區,112,9,72歲,143,154,297
三芝區,112,9,73歲,123,108,231
三芝區,112,9,74歲,104,120,224
三芝區,112,9,75歲,83,85,168
三芝區,112,9,76歲,78,73,151
三芝區,112,9,77歲,29,43,72
三芝區,112,9,78歲,56,67,123
三芝區,112,9,79歲,49,76,125
三芝區,112,9,80歲,64,69,133
三芝區,112,9,81歲,48,78,126
三芝區,112,9,82歲,66,64,130
三芝區,112,9,83歲,57,60,117
三芝區,112,9,84歲,34,47,81
三芝區,112,9,85歲,29,49,78
三芝區,112,9,86歲,28,33,61
三芝區,112,9,87歲,33,42,75
三芝區,112,9,88歲,23,37,60
三芝區,112,9,89歲,21,27,48
三芝區,112,9,90歲,10,28,38
三芝區,112,9,91歲,12,23,35
三芝區,112,9,92歲,14,25,39
三芝區,112,9,93歲,17,19,36
三芝區,112,9,94歲,14,18,32
三芝區,112,9,95歲,4,12,16
三芝區,112,9,96歲,3,5,8
三芝區,112,9,97歲,1,3,4
三芝區,112,9,98歲,5,3,8
三芝區,112,9,99歲,0,4,4
三芝區,112,9,100歲以上,3,4,7
總計,,,,11392,10727,22119


              
