行政區,年,月,年齡,男,女,合計
三芝區,112,2,0歲,40,41,81
三芝區,112,2,1歲,57,48,105
三芝區,112,2,2歲,53,53,106
三芝區,112,2,3歲,64,63,127
三芝區,112,2,4歲,64,57,121
三芝區,112,2,5歲,42,53,95
三芝區,112,2,6歲,67,55,122
三芝區,112,2,7歲,59,67,126
三芝區,112,2,8歲,61,68,129
三芝區,112,2,9歲,72,60,132
三芝區,112,2,10歲,75,69,144
三芝區,112,2,11歲,68,51,119
三芝區,112,2,12歲,56,53,109
三芝區,112,2,13歲,72,61,133
三芝區,112,2,14歲,65,72,137
三芝區,112,2,15歲,67,87,154
三芝區,112,2,16歲,94,84,178
三芝區,112,2,17歲,79,82,161
三芝區,112,2,18歲,111,97,208
三芝區,112,2,19歲,97,107,204
三芝區,112,2,20歲,121,120,241
三芝區,112,2,21歲,139,113,252
三芝區,112,2,22歲,150,150,300
三芝區,112,2,23歲,144,129,273
三芝區,112,2,24歲,148,118,266
三芝區,112,2,25歲,168,150,318
三芝區,112,2,26歲,173,146,319
三芝區,112,2,27歲,154,164,318
三芝區,112,2,28歲,199,159,358
三芝區,112,2,29歲,186,142,328
三芝區,112,2,30歲,178,140,318
三芝區,112,2,31歲,162,136,298
三芝區,112,2,32歲,151,110,261
三芝區,112,2,33歲,118,123,241
三芝區,112,2,34歲,136,118,254
三芝區,112,2,35歲,140,126,266
三芝區,112,2,36歲,126,107,233
三芝區,112,2,37歲,121,105,226
三芝區,112,2,38歲,157,137,294
三芝區,112,2,39歲,148,147,295
三芝區,112,2,40歲,143,135,278
三芝區,112,2,41歲,162,148,310
三芝區,112,2,42歲,163,172,335
三芝區,112,2,43歲,169,167,336
三芝區,112,2,44歲,179,150,329
三芝區,112,2,45歲,170,137,307
三芝區,112,2,46歲,173,138,311
三芝區,112,2,47歲,145,125,270
三芝區,112,2,48歲,156,171,327
三芝區,112,2,49歲,192,166,358
三芝區,112,2,50歲,155,155,310
三芝區,112,2,51歲,177,173,350
三芝區,112,2,52歲,207,213,420
三芝區,112,2,53歲,212,190,402
三芝區,112,2,54歲,219,227,446
三芝區,112,2,55歲,203,158,361
三芝區,112,2,56歲,204,197,401
三芝區,112,2,57歲,178,214,392
三芝區,112,2,58歲,247,205,452
三芝區,112,2,59歲,204,217,421
三芝區,112,2,60歲,249,189,438
三芝區,112,2,61歲,193,190,383
三芝區,112,2,62歲,208,191,399
三芝區,112,2,63歲,199,182,381
三芝區,112,2,64歲,200,173,373
三芝區,112,2,65歲,178,165,343
三芝區,112,2,66歲,176,175,351
三芝區,112,2,67歲,205,156,361
三芝區,112,2,68歲,198,150,348
三芝區,112,2,69歲,144,161,305
三芝區,112,2,70歲,145,138,283
三芝區,112,2,71歲,161,163,324
三芝區,112,2,72歲,127,126,253
三芝區,112,2,73歲,113,104,217
三芝區,112,2,74歲,96,107,203
三芝區,112,2,75歲,74,80,154
三芝區,112,2,76歲,57,54,111
三芝區,112,2,77歲,51,53,104
三芝區,112,2,78歲,56,73,129
三芝區,112,2,79歲,56,76,132
三芝區,112,2,80歲,51,80,131
三芝區,112,2,81歲,64,64,128
三芝區,112,2,82歲,59,66,125
三芝區,112,2,83歲,50,55,105
三芝區,112,2,84歲,31,49,80
三芝區,112,2,85歲,32,44,76
三芝區,112,2,86歲,34,41,75
三芝區,112,2,87歲,32,38,70
三芝區,112,2,88歲,20,39,59
三芝區,112,2,89歲,17,28,45
三芝區,112,2,90歲,14,29,43
三芝區,112,2,91歲,21,26,47
三芝區,112,2,92歲,16,21,37
三芝區,112,2,93歲,16,22,38
三芝區,112,2,94歲,10,16,26
三芝區,112,2,95歲,3,9,12
三芝區,112,2,96歲,3,4,7
三芝區,112,2,97歲,4,4,8
三芝區,112,2,98歲,2,6,8
三芝區,112,2,99歲,1,2,3
三芝區,112,2,100歲以上,3,6,9
總計,,,,11409,10781,22190


              
