行政區,年,月,年齡,男,女,合計
永和區,112,8,0歲,435,412,847
永和區,112,8,1歲,527,468,995
永和區,112,8,2歲,577,529,1106
永和區,112,8,3歲,584,570,1154
永和區,112,8,4歲,710,599,1309
永和區,112,8,5歲,703,680,1383
永和區,112,8,6歲,879,874,1753
永和區,112,8,7歲,932,846,1778
永和區,112,8,8歲,1000,973,1973
永和區,112,8,9歲,983,896,1879
永和區,112,8,10歲,1077,1037,2114
永和區,112,8,11歲,1204,1115,2319
永和區,112,8,12歲,1094,1052,2146
永和區,112,8,13歲,914,887,1801
永和區,112,8,14歲,929,901,1830
永和區,112,8,15歲,934,876,1810
永和區,112,8,16歲,942,862,1804
永和區,112,8,17歲,884,768,1652
永和區,112,8,18歲,971,886,1857
永和區,112,8,19歲,942,854,1796
永和區,112,8,20歲,961,897,1858
永和區,112,8,21歲,1013,932,1945
永和區,112,8,22歲,1153,1076,2229
永和區,112,8,23歲,1124,1114,2238
永和區,112,8,24歲,1086,1086,2172
永和區,112,8,25歲,1215,1111,2326
永和區,112,8,26歲,1321,1214,2535
永和區,112,8,27歲,1333,1225,2558
永和區,112,8,28歲,1266,1210,2476
永和區,112,8,29歲,1298,1222,2520
永和區,112,8,30歲,1294,1242,2536
永和區,112,8,31歲,1268,1166,2434
永和區,112,8,32歲,1309,1198,2507
永和區,112,8,33歲,1301,1311,2612
永和區,112,8,34歲,1285,1213,2498
永和區,112,8,35歲,1258,1256,2514
永和區,112,8,36歲,1180,1219,2399
永和區,112,8,37歲,1288,1329,2617
永和區,112,8,38歲,1366,1493,2859
永和區,112,8,39歲,1473,1481,2954
永和區,112,8,40歲,1488,1711,3199
永和區,112,8,41歲,1595,1800,3395
永和區,112,8,42歲,1596,1809,3405
永和區,112,8,43歲,1650,2008,3658
永和區,112,8,44歲,1760,1920,3680
永和區,112,8,45歲,1587,1865,3452
永和區,112,8,46歲,1663,2003,3666
永和區,112,8,47歲,1669,1872,3541
永和區,112,8,48歲,1589,1754,3343
永和區,112,8,49歲,1577,1735,3312
永和區,112,8,50歲,1569,1747,3316
永和區,112,8,51歲,1487,1748,3235
永和區,112,8,52歲,1588,1729,3317
永和區,112,8,53歲,1560,1855,3415
永和區,112,8,54歲,1501,1767,3268
永和區,112,8,55歲,1472,1791,3263
永和區,112,8,56歲,1531,1780,3311
永和區,112,8,57歲,1552,1843,3395
永和區,112,8,58歲,1533,1915,3448
永和區,112,8,59歲,1574,1819,3393
永和區,112,8,60歲,1561,1871,3432
永和區,112,8,61歲,1554,1919,3473
永和區,112,8,62歲,1581,1820,3401
永和區,112,8,63歲,1491,1881,3372
永和區,112,8,64歲,1517,1908,3425
永和區,112,8,65歲,1435,1862,3297
永和區,112,8,66歲,1350,1747,3097
永和區,112,8,67歲,1494,1923,3417
永和區,112,8,68歲,1425,1892,3317
永和區,112,8,69歲,1370,1742,3112
永和區,112,8,70歲,1409,1746,3155
永和區,112,8,71歲,1341,1819,3160
永和區,112,8,72歲,1318,1700,3018
永和區,112,8,73歲,1079,1445,2524
永和區,112,8,74歲,1021,1289,2310
永和區,112,8,75歲,907,1145,2052
永和區,112,8,76歲,743,993,1736
永和區,112,8,77歲,511,735,1246
永和區,112,8,78歲,548,713,1261
永和區,112,8,79歲,509,718,1227
永和區,112,8,80歲,476,657,1133
永和區,112,8,81歲,433,677,1110
永和區,112,8,82歲,379,622,1001
永和區,112,8,83歲,309,568,877
永和區,112,8,84歲,260,495,755
永和區,112,8,85歲,231,478,709
永和區,112,8,86歲,229,388,617
永和區,112,8,87歲,162,338,500
永和區,112,8,88歲,141,303,444
永和區,112,8,89歲,128,238,366
永和區,112,8,90歲,133,192,325
永和區,112,8,91歲,144,176,320
永和區,112,8,92歲,98,140,238
永和區,112,8,93歲,110,117,227
永和區,112,8,94歲,93,109,202
永和區,112,8,95歲,80,78,158
永和區,112,8,96歲,54,52,106
永和區,112,8,97歲,43,49,92
永和區,112,8,98歲,29,29,58
永和區,112,8,99歲,29,26,55
永和區,112,8,100歲以上,89,50,139
總計,,,,101368,113201,214569


              
