行政區,年,月,年齡,男,女,合計
三重區,112,5,0歲,988,894,1882
三重區,112,5,1歲,1137,1091,2228
三重區,112,5,2歲,1210,1173,2383
三重區,112,5,3歲,1326,1225,2551
三重區,112,5,4歲,1371,1317,2688
三重區,112,5,5歲,1370,1348,2718
三重區,112,5,6歲,1597,1504,3101
三重區,112,5,7歲,1621,1468,3089
三重區,112,5,8歲,1620,1511,3131
三重區,112,5,9歲,1458,1461,2919
三重區,112,5,10歲,1644,1549,3193
三重區,112,5,11歲,1448,1373,2821
三重區,112,5,12歲,1163,1123,2286
三重區,112,5,13歲,1363,1302,2665
三重區,112,5,14歲,1441,1329,2770
三重區,112,5,15歲,1504,1348,2852
三重區,112,5,16歲,1589,1445,3034
三重區,112,5,17歲,1552,1439,2991
三重區,112,5,18歲,1748,1541,3289
三重區,112,5,19歲,1705,1514,3219
三重區,112,5,20歲,1928,1716,3644
三重區,112,5,21歲,2002,1829,3831
三重區,112,5,22歲,2338,2079,4417
三重區,112,5,23歲,2327,2090,4417
三重區,112,5,24歲,2186,2083,4269
三重區,112,5,25歲,2407,2233,4640
三重區,112,5,26歲,2566,2322,4888
三重區,112,5,27歲,2603,2483,5086
三重區,112,5,28歲,2650,2414,5064
三重區,112,5,29歲,2715,2471,5186
三重區,112,5,30歲,2782,2466,5248
三重區,112,5,31歲,2722,2593,5315
三重區,112,5,32歲,2906,2626,5532
三重區,112,5,33歲,2800,2645,5445
三重區,112,5,34歲,2941,2749,5690
三重區,112,5,35歲,2836,2596,5432
三重區,112,5,36歲,2643,2520,5163
三重區,112,5,37歲,2997,2835,5832
三重區,112,5,38歲,3058,3068,6126
三重區,112,5,39歲,3267,3182,6449
三重區,112,5,40歲,3410,3472,6882
三重區,112,5,41歲,3437,3465,6902
三重區,112,5,42歲,3533,3523,7056
三重區,112,5,43歲,3562,3515,7077
三重區,112,5,44歲,3477,3484,6961
三重區,112,5,45歲,3310,3351,6661
三重區,112,5,46歲,3533,3456,6989
三重區,112,5,47歲,3158,3206,6364
三重區,112,5,48歲,2934,3021,5955
三重區,112,5,49歲,2792,3020,5812
三重區,112,5,50歲,2788,2928,5716
三重區,112,5,51歲,2805,2952,5757
三重區,112,5,52歲,2856,3034,5890
三重區,112,5,53歲,2890,2997,5887
三重區,112,5,54歲,2800,3020,5820
三重區,112,5,55歲,2628,2888,5516
三重區,112,5,56歲,2620,2968,5588
三重區,112,5,57歲,2623,3095,5718
三重區,112,5,58歲,2641,3230,5871
三重區,112,5,59歲,2756,3279,6035
三重區,112,5,60歲,2805,3252,6057
三重區,112,5,61歲,2779,3270,6049
三重區,112,5,62歲,2679,3224,5903
三重區,112,5,63歲,2716,3315,6031
三重區,112,5,64歲,2782,3320,6102
三重區,112,5,65歲,2543,3002,5545
三重區,112,5,66歲,2560,2916,5476
三重區,112,5,67歲,2582,2956,5538
三重區,112,5,68歲,2499,2953,5452
三重區,112,5,69歲,2253,2777,5030
三重區,112,5,70歲,2139,2614,4753
三重區,112,5,71歲,2118,2536,4654
三重區,112,5,72歲,1878,2271,4149
三重區,112,5,73歲,1528,1893,3421
三重區,112,5,74歲,1430,1771,3201
三重區,112,5,75歲,1091,1365,2456
三重區,112,5,76歲,1019,1259,2278
三重區,112,5,77歲,685,845,1530
三重區,112,5,78歲,770,987,1757
三重區,112,5,79歲,848,1013,1861
三重區,112,5,80歲,694,903,1597
三重區,112,5,81歲,646,873,1519
三重區,112,5,82歲,623,865,1488
三重區,112,5,83歲,534,801,1335
三重區,112,5,84歲,415,698,1113
三重區,112,5,85歲,373,647,1020
三重區,112,5,86歲,277,512,789
三重區,112,5,87歲,257,488,745
三重區,112,5,88歲,215,379,594
三重區,112,5,89歲,174,297,471
三重區,112,5,90歲,137,242,379
三重區,112,5,91歲,138,201,339
三重區,112,5,92歲,96,160,256
三重區,112,5,93歲,74,98,172
三重區,112,5,94歲,52,88,140
三重區,112,5,95歲,48,65,113
三重區,112,5,96歲,32,51,83
三重區,112,5,97歲,35,30,65
三重區,112,5,98歲,17,31,48
三重區,112,5,99歲,17,15,32
三重區,112,5,100歲以上,38,32,70
總計,,,,186678,194874,381552


              
