"鄉鎮市區","村里","納稅單位(戶)","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"臺北市信義區","黎順里","1406","1402865","998","556","244","1219","1433.77","143.70"
"臺北市信義區","黎平里","2478","2176831","878","521","236","1091","1100.44","125.27"
"臺北市信義區","黎忠里","1585","1270513","802","503","245","980","954.49","119.07"
"臺北市信義區","松隆里","672","438247","652","408","193","837","977.93","149.95"
"臺北市信義區","中坡里","1496","1150630","769","472","218","936","1123.70","146.10"
"臺北市信義區","永春里","1630","1383039","848","522","250","1061","1044.10","123.05"
"臺北市信義區","富臺里","1520","1663153","1094","613","245","1376","1652.90","151.06"
"臺北市信義區","長春里","1357","976773","720","433","212","923","914.01","126.98"
"臺北市信義區","五常里","1238","1152527","931","507","240","1082","1423.25","152.88"
"臺北市信義區","四維里","1817","1670691","919","536","239","1086","1547.44","168.30"
"臺北市信義區","雅祥里","1710","1764489","1032","531","240","1127","1891.32","183.29"
"臺北市信義區","興雅里","2007","1931776","963","558","253","1181","1197.07","124.37"
"臺北市信義區","廣居里","2706","2968187","1097","607","266","1347","1831.09","166.93"
"臺北市信義區","中行里","2525","1869935","741","464","227","910","997.90","134.75"
"臺北市信義區","四育里","1880","1523583","810","505","232","1003","1389.46","171.45"
"臺北市信義區","國業里","2533","2644228","1044","599","252","1317","1391.69","133.31"
"臺北市信義區","松光里","1702","1535043","902","540","255","1093","1464.30","162.36"
"臺北市信義區","大仁里","1251","895730","716","475","216","889","867.00","121.09"
"臺北市信義區","雙和里","2445","2188932","895","530","238","1111","1303.48","145.60"
"臺北市信義區","黎安里","440","317088","721","432","213","797","1194.57","165.76"
"臺北市信義區","三張里","3104","3377225","1088","542","251","1178","2872.58","264.02"
"臺北市信義區","其他","205","410987","2005","585","262","2145","3283.38","163.77"
"臺北市信義區","合計","73112","75191086","1028","544","243","1166","2444.32","237.67"
"臺北市其他","其他","149","177043","1188","431","243","1306","2181.57","183.60"
"臺北市其他","合計","149","177043","1188","431","243","1306","2181.57","183.60"
