行政區,年,月,年齡,男,女,合計
平溪區,112,5,0歲,2,4,6
平溪區,112,5,1歲,6,2,8
平溪區,112,5,2歲,1,3,4
平溪區,112,5,3歲,7,3,10
平溪區,112,5,4歲,5,3,8
平溪區,112,5,5歲,3,6,9
平溪區,112,5,6歲,6,13,19
平溪區,112,5,7歲,3,9,12
平溪區,112,5,8歲,4,8,12
平溪區,112,5,9歲,9,5,14
平溪區,112,5,10歲,8,7,15
平溪區,112,5,11歲,7,5,12
平溪區,112,5,12歲,6,1,7
平溪區,112,5,13歲,7,5,12
平溪區,112,5,14歲,5,9,14
平溪區,112,5,15歲,8,10,18
平溪區,112,5,16歲,16,11,27
平溪區,112,5,17歲,15,10,25
平溪區,112,5,18歲,8,18,26
平溪區,112,5,19歲,14,21,35
平溪區,112,5,20歲,10,11,21
平溪區,112,5,21歲,18,15,33
平溪區,112,5,22歲,18,23,41
平溪區,112,5,23歲,17,20,37
平溪區,112,5,24歲,12,15,27
平溪區,112,5,25歲,17,12,29
平溪區,112,5,26歲,12,12,24
平溪區,112,5,27歲,24,11,35
平溪區,112,5,28歲,18,22,40
平溪區,112,5,29歲,15,21,36
平溪區,112,5,30歲,15,11,26
平溪區,112,5,31歲,27,10,37
平溪區,112,5,32歲,23,8,31
平溪區,112,5,33歲,18,22,40
平溪區,112,5,34歲,24,15,39
平溪區,112,5,35歲,20,13,33
平溪區,112,5,36歲,15,12,27
平溪區,112,5,37歲,28,15,43
平溪區,112,5,38歲,13,14,27
平溪區,112,5,39歲,19,20,39
平溪區,112,5,40歲,30,22,52
平溪區,112,5,41歲,24,16,40
平溪區,112,5,42歲,38,19,57
平溪區,112,5,43歲,25,21,46
平溪區,112,5,44歲,19,18,37
平溪區,112,5,45歲,36,27,63
平溪區,112,5,46歲,46,22,68
平溪區,112,5,47歲,32,30,62
平溪區,112,5,48歲,37,22,59
平溪區,112,5,49歲,28,18,46
平溪區,112,5,50歲,37,26,63
平溪區,112,5,51歲,48,24,72
平溪區,112,5,52歲,55,26,81
平溪區,112,5,53歲,65,37,102
平溪區,112,5,54歲,51,18,69
平溪區,112,5,55歲,51,30,81
平溪區,112,5,56歲,65,29,94
平溪區,112,5,57歲,62,33,95
平溪區,112,5,58歲,63,36,99
平溪區,112,5,59歲,72,30,102
平溪區,112,5,60歲,65,27,92
平溪區,112,5,61歲,79,31,110
平溪區,112,5,62歲,60,33,93
平溪區,112,5,63歲,67,43,110
平溪區,112,5,64歲,57,23,80
平溪區,112,5,65歲,53,29,82
平溪區,112,5,66歲,47,27,74
平溪區,112,5,67歲,45,24,69
平溪區,112,5,68歲,48,31,79
平溪區,112,5,69歲,38,34,72
平溪區,112,5,70歲,50,29,79
平溪區,112,5,71歲,26,38,64
平溪區,112,5,72歲,23,16,39
平溪區,112,5,73歲,22,32,54
平溪區,112,5,74歲,30,32,62
平溪區,112,5,75歲,25,14,39
平溪區,112,5,76歲,19,27,46
平溪區,112,5,77歲,10,14,24
平溪區,112,5,78歲,14,21,35
平溪區,112,5,79歲,18,24,42
平溪區,112,5,80歲,21,27,48
平溪區,112,5,81歲,23,31,54
平溪區,112,5,82歲,24,39,63
平溪區,112,5,83歲,17,45,62
平溪區,112,5,84歲,9,30,39
平溪區,112,5,85歲,19,32,51
平溪區,112,5,86歲,14,29,43
平溪區,112,5,87歲,8,18,26
平溪區,112,5,88歲,10,13,23
平溪區,112,5,89歲,2,12,14
平溪區,112,5,90歲,5,13,18
平溪區,112,5,91歲,4,10,14
平溪區,112,5,92歲,1,11,12
平溪區,112,5,93歲,1,8,9
平溪區,112,5,94歲,4,1,5
平溪區,112,5,95歲,2,7,9
平溪區,112,5,96歲,1,6,7
平溪區,112,5,97歲,0,3,3
平溪區,112,5,98歲,0,0,0
平溪區,112,5,99歲,0,4,4
平溪區,112,5,100歲以上,0,2,2
總計,,,,2348,1849,4197


              
