行政區,年,月,年齡,男,女,合計
平溪區,112,9,0歲,1,3,4
平溪區,112,9,1歲,7,4,11
平溪區,112,9,2歲,1,3,4
平溪區,112,9,3歲,5,2,7
平溪區,112,9,4歲,5,3,8
平溪區,112,9,5歲,4,7,11
平溪區,112,9,6歲,6,7,13
平溪區,112,9,7歲,4,10,14
平溪區,112,9,8歲,3,11,14
平溪區,112,9,9歲,8,4,12
平溪區,112,9,10歲,6,6,12
平溪區,112,9,11歲,10,5,15
平溪區,112,9,12歲,4,2,6
平溪區,112,9,13歲,8,3,11
平溪區,112,9,14歲,7,9,16
平溪區,112,9,15歲,7,10,17
平溪區,112,9,16歲,13,7,20
平溪區,112,9,17歲,16,13,29
平溪區,112,9,18歲,11,15,26
平溪區,112,9,19歲,11,21,32
平溪區,112,9,20歲,12,14,26
平溪區,112,9,21歲,16,15,31
平溪區,112,9,22歲,18,18,36
平溪區,112,9,23歲,16,20,36
平溪區,112,9,24歲,15,19,34
平溪區,112,9,25歲,13,11,24
平溪區,112,9,26歲,12,11,23
平溪區,112,9,27歲,21,11,32
平溪區,112,9,28歲,17,22,39
平溪區,112,9,29歲,13,13,26
平溪區,112,9,30歲,20,15,35
平溪區,112,9,31歲,20,13,33
平溪區,112,9,32歲,27,7,34
平溪區,112,9,33歲,18,17,35
平溪區,112,9,34歲,26,18,44
平溪區,112,9,35歲,20,13,33
平溪區,112,9,36歲,15,17,32
平溪區,112,9,37歲,24,11,35
平溪區,112,9,38歲,20,11,31
平溪區,112,9,39歲,14,17,31
平溪區,112,9,40歲,33,20,53
平溪區,112,9,41歲,20,17,37
平溪區,112,9,42歲,37,20,57
平溪區,112,9,43歲,25,19,44
平溪區,112,9,44歲,20,17,37
平溪區,112,9,45歲,34,27,61
平溪區,112,9,46歲,41,26,67
平溪區,112,9,47歲,39,29,68
平溪區,112,9,48歲,34,25,59
平溪區,112,9,49歲,32,20,52
平溪區,112,9,50歲,37,21,58
平溪區,112,9,51歲,38,26,64
平溪區,112,9,52歲,50,22,72
平溪區,112,9,53歲,62,35,97
平溪區,112,9,54歲,61,24,85
平溪區,112,9,55歲,46,26,72
平溪區,112,9,56歲,60,32,92
平溪區,112,9,57歲,67,27,94
平溪區,112,9,58歲,62,43,105
平溪區,112,9,59歲,80,30,110
平溪區,112,9,60歲,55,27,82
平溪區,112,9,61歲,76,27,103
平溪區,112,9,62歲,66,33,99
平溪區,112,9,63歲,61,42,103
平溪區,112,9,64歲,63,21,84
平溪區,112,9,65歲,56,31,87
平溪區,112,9,66歲,46,27,73
平溪區,112,9,67歲,44,29,73
平溪區,112,9,68歲,51,28,79
平溪區,112,9,69歲,34,32,66
平溪區,112,9,70歲,52,31,83
平溪區,112,9,71歲,28,34,62
平溪區,112,9,72歲,25,23,48
平溪區,112,9,73歲,22,27,49
平溪區,112,9,74歲,29,32,61
平溪區,112,9,75歲,27,17,44
平溪區,112,9,76歲,25,27,52
平溪區,112,9,77歲,9,10,19
平溪區,112,9,78歲,14,26,40
平溪區,112,9,79歲,15,18,33
平溪區,112,9,80歲,18,27,45
平溪區,112,9,81歲,24,31,55
平溪區,112,9,82歲,24,41,65
平溪區,112,9,83歲,19,39,58
平溪區,112,9,84歲,13,34,47
平溪區,112,9,85歲,16,29,45
平溪區,112,9,86歲,12,27,39
平溪區,112,9,87歲,10,24,34
平溪區,112,9,88歲,6,13,19
平溪區,112,9,89歲,6,14,20
平溪區,112,9,90歲,1,8,9
平溪區,112,9,91歲,4,9,13
平溪區,112,9,92歲,3,10,13
平溪區,112,9,93歲,1,6,7
平溪區,112,9,94歲,1,4,5
平溪區,112,9,95歲,4,4,8
平溪區,112,9,96歲,1,7,8
平溪區,112,9,97歲,0,3,3
平溪區,112,9,98歲,0,1,1
平溪區,112,9,99歲,0,3,3
平溪區,112,9,100歲以上,0,1,1
總計,,,,2333,1821,4154


              
