行政區,年,月,年齡,男,女,合計
八里區,112,1,0歲,129,129,258
八里區,112,1,1歲,148,122,270
八里區,112,1,2歲,158,135,293
八里區,112,1,3歲,171,163,334
八里區,112,1,4歲,169,134,303
八里區,112,1,5歲,183,161,344
八里區,112,1,6歲,156,154,310
八里區,112,1,7歲,169,146,315
八里區,112,1,8歲,167,163,330
八里區,112,1,9歲,131,127,258
八里區,112,1,10歲,179,180,359
八里區,112,1,11歲,133,104,237
八里區,112,1,12歲,113,105,218
八里區,112,1,13歲,146,116,262
八里區,112,1,14歲,165,145,310
八里區,112,1,15歲,165,156,321
八里區,112,1,16歲,181,152,333
八里區,112,1,17歲,172,170,342
八里區,112,1,18歲,199,188,387
八里區,112,1,19歲,222,216,438
八里區,112,1,20歲,231,220,451
八里區,112,1,21歲,262,248,510
八里區,112,1,22歲,298,295,593
八里區,112,1,23歲,313,244,557
八里區,112,1,24歲,277,257,534
八里區,112,1,25歲,295,296,591
八里區,112,1,26歲,326,302,628
八里區,112,1,27歲,333,325,658
八里區,112,1,28歲,337,320,657
八里區,112,1,29歲,342,292,634
八里區,112,1,30歲,311,310,621
八里區,112,1,31歲,307,287,594
八里區,112,1,32歲,319,274,593
八里區,112,1,33歲,276,271,547
八里區,112,1,34歲,309,304,613
八里區,112,1,35歲,297,260,557
八里區,112,1,36歲,252,242,494
八里區,112,1,37歲,299,292,591
八里區,112,1,38歲,315,313,628
八里區,112,1,39歲,323,320,643
八里區,112,1,40歲,315,338,653
八里區,112,1,41歲,333,352,685
八里區,112,1,42歲,325,338,663
八里區,112,1,43歲,332,361,693
八里區,112,1,44歲,309,326,635
八里區,112,1,45歲,318,327,645
八里區,112,1,46歲,330,349,679
八里區,112,1,47歲,329,336,665
八里區,112,1,48歲,297,322,619
八里區,112,1,49歲,295,300,595
八里區,112,1,50歲,314,344,658
八里區,112,1,51歲,341,330,671
八里區,112,1,52歲,319,378,697
八里區,112,1,53歲,343,360,703
八里區,112,1,54歲,336,373,709
八里區,112,1,55歲,312,357,669
八里區,112,1,56歲,365,349,714
八里區,112,1,57歲,349,399,748
八里區,112,1,58歲,365,371,736
八里區,112,1,59歲,384,365,749
八里區,112,1,60歲,353,348,701
八里區,112,1,61歲,347,317,664
八里區,112,1,62歲,332,350,682
八里區,112,1,63歲,303,311,614
八里區,112,1,64歲,279,296,575
八里區,112,1,65歲,273,265,538
八里區,112,1,66歲,274,283,557
八里區,112,1,67歲,251,291,542
八里區,112,1,68歲,226,269,495
八里區,112,1,69歲,210,206,416
八里區,112,1,70歲,204,236,440
八里區,112,1,71歲,179,216,395
八里區,112,1,72歲,145,183,328
八里區,112,1,73歲,155,142,297
八里區,112,1,74歲,110,131,241
八里區,112,1,75歲,87,118,205
八里區,112,1,76歲,79,97,176
八里區,112,1,77歲,59,65,124
八里區,112,1,78歲,75,87,162
八里區,112,1,79歲,63,98,161
八里區,112,1,80歲,62,79,141
八里區,112,1,81歲,52,89,141
八里區,112,1,82歲,48,74,122
八里區,112,1,83歲,62,56,118
八里區,112,1,84歲,38,67,105
八里區,112,1,85歲,30,54,84
八里區,112,1,86歲,33,62,95
八里區,112,1,87歲,31,54,85
八里區,112,1,88歲,22,33,55
八里區,112,1,89歲,19,25,44
八里區,112,1,90歲,22,21,43
八里區,112,1,91歲,25,21,46
八里區,112,1,92歲,15,18,33
八里區,112,1,93歲,9,8,17
八里區,112,1,94歲,7,12,19
八里區,112,1,95歲,2,9,11
八里區,112,1,96歲,6,9,15
八里區,112,1,97歲,3,3,6
八里區,112,1,98歲,3,1,4
八里區,112,1,99歲,2,2,4
八里區,112,1,100歲以上,6,11,17
總計,,,,20390,20630,41020


              
