行政區,年,月,年齡,男,女,合計
八里區,112,7,0歲,127,119,246
八里區,112,7,1歲,158,126,284
八里區,112,7,2歲,154,130,284
八里區,112,7,3歲,178,144,322
八里區,112,7,4歲,163,156,319
八里區,112,7,5歲,177,144,321
八里區,112,7,6歲,174,163,337
八里區,112,7,7歲,173,151,324
八里區,112,7,8歲,177,158,335
八里區,112,7,9歲,127,151,278
八里區,112,7,10歲,177,161,338
八里區,112,7,11歲,140,131,271
八里區,112,7,12歲,100,82,182
八里區,112,7,13歲,136,132,268
八里區,112,7,14歲,168,132,300
八里區,112,7,15歲,163,157,320
八里區,112,7,16歲,171,149,320
八里區,112,7,17歲,174,158,332
八里區,112,7,18歲,201,184,385
八里區,112,7,19歲,224,208,432
八里區,112,7,20歲,230,233,463
八里區,112,7,21歲,243,238,481
八里區,112,7,22歲,285,269,554
八里區,112,7,23歲,314,268,582
八里區,112,7,24歲,284,258,542
八里區,112,7,25歲,293,306,599
八里區,112,7,26歲,320,281,601
八里區,112,7,27歲,339,314,653
八里區,112,7,28歲,338,340,678
八里區,112,7,29歲,324,317,641
八里區,112,7,30歲,351,286,637
八里區,112,7,31歲,294,310,604
八里區,112,7,32歲,328,279,607
八里區,112,7,33歲,314,276,590
八里區,112,7,34歲,299,288,587
八里區,112,7,35歲,297,276,573
八里區,112,7,36歲,275,258,533
八里區,112,7,37歲,282,273,555
八里區,112,7,38歲,317,288,605
八里區,112,7,39歲,330,345,675
八里區,112,7,40歲,311,331,642
八里區,112,7,41歲,320,354,674
八里區,112,7,42歲,341,353,694
八里區,112,7,43歲,340,347,687
八里區,112,7,44歲,307,365,672
八里區,112,7,45歲,333,321,654
八里區,112,7,46歲,329,363,692
八里區,112,7,47歲,316,339,655
八里區,112,7,48歲,327,341,668
八里區,112,7,49歲,287,317,604
八里區,112,7,50歲,313,330,643
八里區,112,7,51歲,345,337,682
八里區,112,7,52歲,294,355,649
八里區,112,7,53歲,351,380,731
八里區,112,7,54歲,353,367,720
八里區,112,7,55歲,327,386,713
八里區,112,7,56歲,338,327,665
八里區,112,7,57歲,366,387,753
八里區,112,7,58歲,359,420,779
八里區,112,7,59歲,375,353,728
八里區,112,7,60歲,366,381,747
八里區,112,7,61歲,344,321,665
八里區,112,7,62歲,330,321,651
八里區,112,7,63歲,334,337,671
八里區,112,7,64歲,291,314,605
八里區,112,7,65歲,286,298,584
八里區,112,7,66歲,276,268,544
八里區,112,7,67歲,255,295,550
八里區,112,7,68歲,236,274,510
八里區,112,7,69歲,227,244,471
八里區,112,7,70歲,210,232,442
八里區,112,7,71歲,194,210,404
八里區,112,7,72歲,155,194,349
八里區,112,7,73歲,141,158,299
八里區,112,7,74歲,139,149,288
八里區,112,7,75歲,105,127,232
八里區,112,7,76歲,80,111,191
八里區,112,7,77歲,74,62,136
八里區,112,7,78歲,64,78,142
八里區,112,7,79歲,67,95,162
八里區,112,7,80歲,60,83,143
八里區,112,7,81歲,63,88,151
八里區,112,7,82歲,37,77,114
八里區,112,7,83歲,59,69,128
八里區,112,7,84歲,44,51,95
八里區,112,7,85歲,34,58,92
八里區,112,7,86歲,32,54,86
八里區,112,7,87歲,24,62,86
八里區,112,7,88歲,20,40,60
八里區,112,7,89歲,17,27,44
八里區,112,7,90歲,25,23,48
八里區,112,7,91歲,21,16,37
八里區,112,7,92歲,21,20,41
八里區,112,7,93歲,9,9,18
八里區,112,7,94歲,4,7,11
八里區,112,7,95歲,6,10,16
八里區,112,7,96歲,4,4,8
八里區,112,7,97歲,2,7,9
八里區,112,7,98歲,4,3,7
八里區,112,7,99歲,3,1,4
八里區,112,7,100歲以上,4,10,14
總計,,,,20618,20900,41518


              
