行政區,年,月,年齡,男,女,合計
八里區,112,3,0歲,130,134,264
八里區,112,3,1歲,137,115,252
八里區,112,3,2歲,163,130,293
八里區,112,3,3歲,172,158,330
八里區,112,3,4歲,169,138,307
八里區,112,3,5歲,173,151,324
八里區,112,3,6歲,155,152,307
八里區,112,3,7歲,178,144,322
八里區,112,3,8歲,167,167,334
八里區,112,3,9歲,130,137,267
八里區,112,3,10歲,172,170,342
八里區,112,3,11歲,122,105,227
八里區,112,3,12歲,94,98,192
八里區,112,3,13歲,143,117,260
八里區,112,3,14歲,164,139,303
八里區,112,3,15歲,165,161,326
八里區,112,3,16歲,179,148,327
八里區,112,3,17歲,178,159,337
八里區,112,3,18歲,196,191,387
八里區,112,3,19歲,226,214,440
八里區,112,3,20歲,224,240,464
八里區,112,3,21歲,260,231,491
八里區,112,3,22歲,287,294,581
八里區,112,3,23歲,310,254,564
八里區,112,3,24歲,285,255,540
八里區,112,3,25歲,298,312,610
八里區,112,3,26歲,319,295,614
八里區,112,3,27歲,339,309,648
八里區,112,3,28歲,345,339,684
八里區,112,3,29歲,349,301,650
八里區,112,3,30歲,306,296,602
八里區,112,3,31歲,304,288,592
八里區,112,3,32歲,331,292,623
八里區,112,3,33歲,293,262,555
八里區,112,3,34歲,301,305,606
八里區,112,3,35歲,295,257,552
八里區,112,3,36歲,260,235,495
八里區,112,3,37歲,294,293,587
八里區,112,3,38歲,308,315,623
八里區,112,3,39歲,328,336,664
八里區,112,3,40歲,308,315,623
八里區,112,3,41歲,322,357,679
八里區,112,3,42歲,344,332,676
八里區,112,3,43歲,324,380,704
八里區,112,3,44歲,306,333,639
八里區,112,3,45歲,331,319,650
八里區,112,3,46歲,342,349,691
八里區,112,3,47歲,314,336,650
八里區,112,3,48歲,308,326,634
八里區,112,3,49歲,295,307,602
八里區,112,3,50歲,297,340,637
八里區,112,3,51歲,346,330,676
八里區,112,3,52歲,301,368,669
八里區,112,3,53歲,346,374,720
八里區,112,3,54歲,344,372,716
八里區,112,3,55歲,323,372,695
八里區,112,3,56歲,358,328,686
八里區,112,3,57歲,353,409,762
八里區,112,3,58歲,362,369,731
八里區,112,3,59歲,380,369,749
八里區,112,3,60歲,349,368,717
八里區,112,3,61歲,348,312,660
八里區,112,3,62歲,328,332,660
八里區,112,3,63歲,314,326,640
八里區,112,3,64歲,292,296,588
八里區,112,3,65歲,272,271,543
八里區,112,3,66歲,271,277,548
八里區,112,3,67歲,245,296,541
八里區,112,3,68歲,237,276,513
八里區,112,3,69歲,225,213,438
八里區,112,3,70歲,198,236,434
八里區,112,3,71歲,191,221,412
八里區,112,3,72歲,143,173,316
八里區,112,3,73歲,154,154,308
八里區,112,3,74歲,123,142,265
八里區,112,3,75歲,94,120,214
八里區,112,3,76歲,69,109,178
八里區,112,3,77歲,67,59,126
八里區,112,3,78歲,73,78,151
八里區,112,3,79歲,66,104,170
八里區,112,3,80歲,62,81,143
八里區,112,3,81歲,52,84,136
八里區,112,3,82歲,42,72,114
八里區,112,3,83歲,64,65,129
八里區,112,3,84歲,35,58,93
八里區,112,3,85歲,35,56,91
八里區,112,3,86歲,30,64,94
八里區,112,3,87歲,29,57,86
八里區,112,3,88歲,20,33,53
八里區,112,3,89歲,20,24,44
八里區,112,3,90歲,22,20,42
八里區,112,3,91歲,24,21,45
八里區,112,3,92歲,19,20,39
八里區,112,3,93歲,9,8,17
八里區,112,3,94歲,6,12,18
八里區,112,3,95歲,4,8,12
八里區,112,3,96歲,4,9,13
八里區,112,3,97歲,2,4,6
八里區,112,3,98歲,5,1,6
八里區,112,3,99歲,2,2,4
八里區,112,3,100歲以上,4,11,15
總計,,,,20402,20695,41097


              
