行政區,年,月,年齡,男,女,合計
樹林區,112,3,0歲,486,459,945
樹林區,112,3,1歲,632,602,1234
樹林區,112,3,2歲,611,605,1216
樹林區,112,3,3歲,733,695,1428
樹林區,112,3,4歲,778,686,1464
樹林區,112,3,5歲,821,705,1526
樹林區,112,3,6歲,883,779,1662
樹林區,112,3,7歲,831,844,1675
樹林區,112,3,8歲,903,812,1715
樹林區,112,3,9歲,820,748,1568
樹林區,112,3,10歲,1021,938,1959
樹林區,112,3,11歲,830,780,1610
樹林區,112,3,12歲,700,620,1320
樹林區,112,3,13歲,781,701,1482
樹林區,112,3,14歲,883,739,1622
樹林區,112,3,15歲,943,813,1756
樹林區,112,3,16歲,909,779,1688
樹林區,112,3,17歲,899,836,1735
樹林區,112,3,18歲,949,868,1817
樹林區,112,3,19歲,948,854,1802
樹林區,112,3,20歲,989,982,1971
樹林區,112,3,21歲,1041,949,1990
樹林區,112,3,22歲,1293,1141,2434
樹林區,112,3,23歲,1191,1127,2318
樹林區,112,3,24歲,1132,1036,2168
樹林區,112,3,25歲,1374,1172,2546
樹林區,112,3,26歲,1369,1240,2609
樹林區,112,3,27歲,1308,1191,2499
樹林區,112,3,28歲,1296,1242,2538
樹林區,112,3,29歲,1404,1267,2671
樹林區,112,3,30歲,1404,1222,2626
樹林區,112,3,31歲,1361,1272,2633
樹林區,112,3,32歲,1407,1257,2664
樹林區,112,3,33歲,1318,1173,2491
樹林區,112,3,34歲,1387,1283,2670
樹林區,112,3,35歲,1317,1215,2532
樹林區,112,3,36歲,1197,1172,2369
樹林區,112,3,37歲,1309,1313,2622
樹林區,112,3,38歲,1451,1412,2863
樹林區,112,3,39歲,1523,1563,3086
樹林區,112,3,40歲,1598,1639,3237
樹林區,112,3,41歲,1693,1745,3438
樹林區,112,3,42歲,1649,1678,3327
樹林區,112,3,43歲,1774,1650,3424
樹林區,112,3,44歲,1709,1753,3462
樹林區,112,3,45歲,1533,1543,3076
樹林區,112,3,46歲,1670,1679,3349
樹林區,112,3,47歲,1351,1447,2798
樹林區,112,3,48歲,1394,1361,2755
樹林區,112,3,49歲,1301,1368,2669
樹林區,112,3,50歲,1276,1427,2703
樹林區,112,3,51歲,1197,1369,2566
樹林區,112,3,52歲,1279,1324,2603
樹林區,112,3,53歲,1282,1423,2705
樹林區,112,3,54歲,1255,1341,2596
樹林區,112,3,55歲,1229,1368,2597
樹林區,112,3,56歲,1143,1425,2568
樹林區,112,3,57歲,1263,1469,2732
樹林區,112,3,58歲,1293,1378,2671
樹林區,112,3,59歲,1319,1474,2793
樹林區,112,3,60歲,1337,1523,2860
樹林區,112,3,61歲,1283,1444,2727
樹林區,112,3,62歲,1252,1401,2653
樹林區,112,3,63歲,1252,1371,2623
樹林區,112,3,64歲,1242,1409,2651
樹林區,112,3,65歲,1028,1280,2308
樹林區,112,3,66歲,1164,1358,2522
樹林區,112,3,67歲,1071,1281,2352
樹林區,112,3,68歲,1021,1139,2160
樹林區,112,3,69歲,938,1087,2025
樹林區,112,3,70歲,975,1024,1999
樹林區,112,3,71歲,903,968,1871
樹林區,112,3,72歲,767,780,1547
樹林區,112,3,73歲,626,673,1299
樹林區,112,3,74歲,525,588,1113
樹林區,112,3,75歲,468,484,952
樹林區,112,3,76歲,347,387,734
樹林區,112,3,77歲,274,306,580
樹林區,112,3,78歲,321,347,668
樹林區,112,3,79歲,295,350,645
樹林區,112,3,80歲,288,327,615
樹林區,112,3,81歲,251,312,563
樹林區,112,3,82歲,219,312,531
樹林區,112,3,83歲,220,263,483
樹林區,112,3,84歲,158,229,387
樹林區,112,3,85歲,162,196,358
樹林區,112,3,86歲,122,165,287
樹林區,112,3,87歲,101,139,240
樹林區,112,3,88歲,74,120,194
樹林區,112,3,89歲,63,94,157
樹林區,112,3,90歲,68,85,153
樹林區,112,3,91歲,52,63,115
樹林區,112,3,92歲,43,65,108
樹林區,112,3,93歲,32,42,74
樹林區,112,3,94歲,20,30,50
樹林區,112,3,95歲,16,34,50
樹林區,112,3,96歲,14,20,34
樹林區,112,3,97歲,9,13,22
樹林區,112,3,98歲,7,8,15
樹林區,112,3,99歲,4,6,10
樹林區,112,3,100歲以上,4,8,12
總計,,,,89656,90684,180340


              
