行政區,年,月,男,女,合計,年紀
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,8058,8268,16326,49歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,3621,3506,7127,4歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,7448,7609,15057,50歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,7401,6824,14225,51歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,7522,6872,14394,52歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,7107,6747,13854,53歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5980,6814,12794,54歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5789,6389,12178,55歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,6180,6430,12610,56歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,6239,6664,12903,57歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5853,7043,12896,58歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5799,7295,13094,59歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,3528,3629,7157,5歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,6012,7240,13252,60歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5690,6535,12225,61歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5723,6532,12255,62歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5200,6389,11589,63歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5676,6757,12433,64歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4895,6792,11687,65歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5215,6493,11708,66歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5105,6570,11675,67歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,5225,6108,11333,68歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4766,5794,10560,69歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4054,4088,8142,6歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4564,5760,10324,70歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4390,5302,9692,71歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4364,4580,8944,72歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,3252,4041,7293,73歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,3176,3753,6929,74歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,2431,3022,5453,75歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,2267,2276,4543,76歲
