行政區,年,月,男,女,合計,年紀
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,974,656,1630,65歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,932,684,1616,66歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,959,575,1534,67歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,811,638,1449,68歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,914,522,1436,69歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,104,88,192,6歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,755,560,1315,70歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,723,504,1227,71歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,577,557,1134,72歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,550,490,1040,73歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,526,502,1028,74歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,325,356,681,75歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,340,193,533,76歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,298,224,522,77歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,303,312,615,78歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,272,341,613,79歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,121,123,244,7歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,388,413,801,80歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,388,366,754,81歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,245,287,532,82歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,313,359,672,83歲
