行政區,年,月,男,女,合計,年紀
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,49504,54423,103927,49歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,26339,24703,51042,4歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,48677,51002,99679,50歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,48011,50629,98640,51歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,48404,50218,98622,52歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,46596,50674,97270,53歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,45197,49003,94200,54歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,42193,47444,89637,55歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,40577,47122,87699,56歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,41021,49598,90619,57歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,42554,51041,93595,58歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,42007,51381,93388,59歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,28219,26198,54417,5歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,42611,52263,94874,60歲
