行政區,年,月,男,女,合計,年紀
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,4330,4625,8955,57歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,4262,4788,9050,58歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,4518,4378,8896,59歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2096,1785,3881,5歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,4361,4431,8792,60歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,4183,3932,8115,61歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,3971,3942,7913,62歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,3923,3957,7880,63歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,3544,3753,7297,64歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,3334,3457,6791,65歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,3244,3244,6488,66歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,3126,3565,6691,67歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2879,3338,6217,68歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2646,2867,5513,69歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2034,1924,3958,6歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2449,2717,5166,70歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2364,2618,4982,71歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,1841,2311,4152,72歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,1757,1903,3660,73歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,1623,1739,3362,74歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,1234,1464,2698,75歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,979,1360,2339,76歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,811,829,1640,77歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,855,925,1780,78歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,787,1132,1919,79歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2058,1757,3815,7歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,744,1015,1759,80歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,659,1009,1668,81歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,524,916,1440,82歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,667,808,1475,83歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,519,669,1188,84歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,413,684,1097,85歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,363,669,1032,86歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,326,709,1035,87歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,254,491,745,88歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,221,323,544,89歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,2098,1899,3997,8歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,266,259,525,90歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,254,213,467,91歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,251,241,492,92歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,121,120,241,93歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,55,96,151,94歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,62,117,179,95歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,49,66,115,96歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,27,74,101,97歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,47,29,76,98歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,25,18,43,99歲
八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區八里區,1344.0,78.0,1610,1768,3378,9歲
