行政區,年,月,男,女,合計,年紀
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,463,291,754,50歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,520,299,819,51歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,626,314,940,52歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,758,398,1156,53歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,675,247,922,54歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,595,337,932,55歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,733,381,1114,56歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,782,359,1141,57歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,761,444,1205,58歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,889,373,1262,59歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,53,72,125,5歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,740,347,1087,60歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,919,341,1260,61歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,754,408,1162,62歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,768,492,1260,63歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,724,267,991,64歲
