行政區,年,月,男,女,合計,年紀
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,8302,9144,17446,57歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,8528,9482,18010,58歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,8875,9455,18330,59歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,4362,4016,8378,5歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,8530,9152,17682,60歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,8437,8797,17234,61歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,7712,8417,16129,62歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,7185,8076,15261,63歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,6774,7771,14545,64歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,5987,7140,13127,65歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,6590,6956,13546,66歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,6326,6999,13325,67歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,5639,6254,11893,68歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,5414,5327,10741,69歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,4789,4185,8974,6歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,5065,5490,10555,70歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,4620,5245,9865,71歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,4187,4834,9021,72歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,3277,3802,7079,73歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,2826,3707,6533,74歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,2140,2925,5065,75歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1874,2513,4387,76歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1529,1919,3448,77歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1517,2220,3737,78歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1331,2547,3878,79歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,4947,4354,9301,7歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1289,2150,3439,80歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1231,2020,3251,81歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,1044,1843,2887,82歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,966,1645,2611,83歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,656,1549,2205,84歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,733,1132,1865,85歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,545,945,1490,86歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,584,773,1357,87歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,498,675,1173,88歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,446,625,1071,89歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,5053,4319,9372,8歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,471,457,928,90歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,419,387,806,91歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,410,293,703,92歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,298,269,567,93歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,250,245,495,94歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,294,223,517,95歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,159,140,299,96歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,115,97,212,97歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,108,55,163,98歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,56,54,110,99歲
五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區五股區,1344.0,78.0,4439,4335,8774,9歲
