行政區,年,月,男,女,合計,年紀
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,31388,36907,68295,57歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,31893,38851,70744,58歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,32728,39347,72075,59歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,16693,16261,32954,5歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,33819,39263,73082,60歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,33002,38808,71810,61歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,32371,39275,71646,62歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,32567,39281,71848,63歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,33017,39732,72749,64歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,31220,36126,67346,65歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,30367,35484,65851,66歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,30876,35645,66521,67歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,30265,35384,65649,68歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,27067,33343,60410,69歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,18771,17850,36621,6歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,26041,31584,57625,70歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,25187,30711,55898,71歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,23157,27691,50848,72歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,18760,23164,41924,73歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,17100,21124,38224,74歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,13311,17080,30391,75歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,12141,14827,26968,76歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,8656,10885,19541,77歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,9040,11408,20448,78歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,9994,12095,22089,79歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,19559,17840,37399,7歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,8693,10905,19598,80歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,7720,10642,18362,81歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,7393,10125,17518,82歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,6481,9747,16228,83歲
