行政區,年,月,年齡,男,女,合計
金山區,112,12,0歲,43,40,83
金山區,112,12,1歲,49,57,106
金山區,112,12,2歲,55,35,90
金山區,112,12,3歲,54,43,97
金山區,112,12,4歲,54,34,88
金山區,112,12,5歲,55,62,117
金山區,112,12,6歲,43,59,102
金山區,112,12,7歲,50,61,111
金山區,112,12,8歲,67,38,105
金山區,112,12,9歲,62,61,123
金山區,112,12,10歲,62,43,105
金山區,112,12,11歲,65,60,125
金山區,112,12,12歲,44,46,90
金山區,112,12,13歲,55,54,109
金山區,112,12,14歲,65,57,122
金山區,112,12,15歲,71,68,139
金山區,112,12,16歲,74,85,159
金山區,112,12,17歲,85,83,168
金山區,112,12,18歲,85,63,148
金山區,112,12,19歲,97,84,181
金山區,112,12,20歲,110,106,216
金山區,112,12,21歲,116,121,237
金山區,112,12,22歲,106,126,232
金山區,112,12,23歲,147,116,263
金山區,112,12,24歲,153,111,264
金山區,112,12,25歲,120,135,255
金山區,112,12,26歲,137,158,295
金山區,112,12,27歲,154,139,293
金山區,112,12,28歲,152,154,306
金山區,112,12,29歲,122,166,288
金山區,112,12,30歲,160,150,310
金山區,112,12,31歲,138,158,296
金山區,112,12,32歲,130,127,257
金山區,112,12,33歲,143,140,283
金山區,112,12,34歲,118,122,240
金山區,112,12,35歲,114,128,242
金山區,112,12,36歲,126,113,239
金山區,112,12,37歲,100,114,214
金山區,112,12,38歲,127,144,271
金山區,112,12,39歲,116,174,290
金山區,112,12,40歲,131,161,292
金山區,112,12,41歲,155,186,341
金山區,112,12,42歲,169,174,343
金山區,112,12,43歲,152,182,334
金山區,112,12,44歲,168,188,356
金山區,112,12,45歲,179,215,394
金山區,112,12,46歲,183,190,373
金山區,112,12,47歲,159,177,336
金山區,112,12,48歲,162,173,335
金山區,112,12,49歲,162,195,357
金山區,112,12,50歲,191,150,341
金山區,112,12,51歲,157,162,319
金山區,112,12,52歲,171,160,331
金山區,112,12,53歲,181,177,358
金山區,112,12,54歲,216,176,392
金山區,112,12,55歲,189,179,368
金山區,112,12,56歲,173,184,357
金山區,112,12,57歲,191,188,379
金山區,112,12,58歲,187,178,365
金山區,112,12,59歲,209,179,388
金山區,112,12,60歲,167,161,328
金山區,112,12,61歲,171,178,349
金山區,112,12,62歲,179,148,327
金山區,112,12,63歲,153,152,305
金山區,112,12,64歲,173,140,313
金山區,112,12,65歲,147,170,317
金山區,112,12,66歲,130,139,269
金山區,112,12,67歲,139,157,296
金山區,112,12,68歲,131,113,244
金山區,112,12,69歲,105,112,217
金山區,112,12,70歲,120,141,261
金山區,112,12,71歲,106,104,210
金山區,112,12,72歲,112,122,234
金山區,112,12,73歲,98,116,214
金山區,112,12,74歲,74,99,173
金山區,112,12,75歲,60,72,132
金山區,112,12,76歲,73,66,139
金山區,112,12,77歲,44,43,87
金山區,112,12,78歲,39,47,86
金山區,112,12,79歲,59,61,120
金山區,112,12,80歲,57,69,126
金山區,112,12,81歲,51,44,95
金山區,112,12,82歲,64,52,116
金山區,112,12,83歲,40,60,100
金山區,112,12,84歲,35,54,89
金山區,112,12,85歲,34,42,76
金山區,112,12,86歲,37,36,73
金山區,112,12,87歲,17,41,58
金山區,112,12,88歲,32,32,64
金山區,112,12,89歲,20,23,43
金山區,112,12,90歲,11,30,41
金山區,112,12,91歲,13,20,33
金山區,112,12,92歲,9,20,29
金山區,112,12,93歲,9,16,25
金山區,112,12,94歲,4,11,15
金山區,112,12,95歲,6,9,15
金山區,112,12,96歲,0,4,4
金山區,112,12,97歲,5,4,9
金山區,112,12,98歲,2,3,5
金山區,112,12,99歲,2,5,7
金山區,112,12,100歲以上,2,2,4
總計,,,,10039,10327,20366


              
