行政區,年,月,年齡,男,女,合計
淡水區,112,3,0歲,511,478,989
淡水區,112,3,1歲,586,579,1165
淡水區,112,3,2歲,645,603,1248
淡水區,112,3,3歲,666,612,1278
淡水區,112,3,4歲,713,609,1322
淡水區,112,3,5歲,704,710,1414
淡水區,112,3,6歲,817,755,1572
淡水區,112,3,7歲,807,795,1602
淡水區,112,3,8歲,778,739,1517
淡水區,112,3,9歲,719,722,1441
淡水區,112,3,10歲,877,757,1634
淡水區,112,3,11歲,771,715,1486
淡水區,112,3,12歲,625,560,1185
淡水區,112,3,13歲,701,660,1361
淡水區,112,3,14歲,695,662,1357
淡水區,112,3,15歲,768,691,1459
淡水區,112,3,16歲,801,717,1518
淡水區,112,3,17歲,796,715,1511
淡水區,112,3,18歲,851,735,1586
淡水區,112,3,19歲,827,805,1632
淡水區,112,3,20歲,970,867,1837
淡水區,112,3,21歲,996,857,1853
淡水區,112,3,22歲,1189,1084,2273
淡水區,112,3,23歲,1104,1000,2104
淡水區,112,3,24歲,1061,1018,2079
淡水區,112,3,25歲,1209,1154,2363
淡水區,112,3,26歲,1306,1218,2524
淡水區,112,3,27歲,1307,1224,2531
淡水區,112,3,28歲,1332,1259,2591
淡水區,112,3,29歲,1346,1274,2620
淡水區,112,3,30歲,1337,1234,2571
淡水區,112,3,31歲,1367,1183,2550
淡水區,112,3,32歲,1318,1279,2597
淡水區,112,3,33歲,1281,1241,2522
淡水區,112,3,34歲,1316,1315,2631
淡水區,112,3,35歲,1164,1259,2423
淡水區,112,3,36歲,1162,1177,2339
淡水區,112,3,37歲,1250,1318,2568
淡水區,112,3,38歲,1342,1476,2818
淡水區,112,3,39歲,1486,1415,2901
淡水區,112,3,40歲,1543,1607,3150
淡水區,112,3,41歲,1611,1740,3351
淡水區,112,3,42歲,1599,1643,3242
淡水區,112,3,43歲,1577,1724,3301
淡水區,112,3,44歲,1536,1650,3186
淡水區,112,3,45歲,1463,1625,3088
淡水區,112,3,46歲,1634,1825,3459
淡水區,112,3,47歲,1370,1678,3048
淡水區,112,3,48歲,1437,1721,3158
淡水區,112,3,49歲,1349,1705,3054
淡水區,112,3,50歲,1351,1722,3073
淡水區,112,3,51歲,1419,1797,3216
淡水區,112,3,52歲,1466,1758,3224
淡水區,112,3,53歲,1516,1854,3370
淡水區,112,3,54歲,1434,1872,3306
淡水區,112,3,55歲,1445,1803,3248
淡水區,112,3,56歲,1385,1801,3186
淡水區,112,3,57歲,1409,1730,3139
淡水區,112,3,58歲,1489,1766,3255
淡水區,112,3,59歲,1447,1857,3304
淡水區,112,3,60歲,1448,1733,3181
淡水區,112,3,61歲,1376,1697,3073
淡水區,112,3,62歲,1311,1641,2952
淡水區,112,3,63歲,1233,1668,2901
淡水區,112,3,64歲,1305,1614,2919
淡水區,112,3,65歲,1252,1506,2758
淡水區,112,3,66歲,1244,1459,2703
淡水區,112,3,67歲,1190,1513,2703
淡水區,112,3,68歲,1109,1378,2487
淡水區,112,3,69歲,1058,1317,2375
淡水區,112,3,70歲,1096,1257,2353
淡水區,112,3,71歲,1068,1298,2366
淡水區,112,3,72歲,872,1038,1910
淡水區,112,3,73歲,784,958,1742
淡水區,112,3,74歲,663,850,1513
淡水區,112,3,75歲,565,709,1274
淡水區,112,3,76歲,413,533,946
淡水區,112,3,77歲,311,367,678
淡水區,112,3,78歲,387,462,849
淡水區,112,3,79歲,374,479,853
淡水區,112,3,80歲,333,465,798
淡水區,112,3,81歲,296,416,712
淡水區,112,3,82歲,302,348,650
淡水區,112,3,83歲,230,363,593
淡水區,112,3,84歲,199,316,515
淡水區,112,3,85歲,177,247,424
淡水區,112,3,86歲,137,204,341
淡水區,112,3,87歲,130,206,336
淡水區,112,3,88歲,127,175,302
淡水區,112,3,89歲,92,136,228
淡水區,112,3,90歲,88,127,215
淡水區,112,3,91歲,89,116,205
淡水區,112,3,92歲,73,110,183
淡水區,112,3,93歲,70,66,136
淡水區,112,3,94歲,52,80,132
淡水區,112,3,95歲,43,51,94
淡水區,112,3,96歲,19,52,71
淡水區,112,3,97歲,23,25,48
淡水區,112,3,98歲,18,21,39
淡水區,112,3,99歲,10,11,21
淡水區,112,3,100歲以上,20,31,51
總計,,,,90568,99392,189960


              
