行政區,年,月,年齡,男,女,合計
萬里區,112,12,0歲,50,46,96
萬里區,112,12,1歲,41,56,97
萬里區,112,12,2歲,62,58,120
萬里區,112,12,3歲,62,54,116
萬里區,112,12,4歲,67,41,108
萬里區,112,12,5歲,61,62,123
萬里區,112,12,6歲,33,38,71
萬里區,112,12,7歲,53,47,100
萬里區,112,12,8歲,67,54,121
萬里區,112,12,9歲,63,58,121
萬里區,112,12,10歲,59,47,106
萬里區,112,12,11歲,61,56,117
萬里區,112,12,12歲,51,51,102
萬里區,112,12,13歲,53,40,93
萬里區,112,12,14歲,65,52,117
萬里區,112,12,15歲,65,65,130
萬里區,112,12,16歲,74,81,155
萬里區,112,12,17歲,94,76,170
萬里區,112,12,18歲,74,78,152
萬里區,112,12,19歲,97,109,206
萬里區,112,12,20歲,100,94,194
萬里區,112,12,21歲,113,108,221
萬里區,112,12,22歲,127,103,230
萬里區,112,12,23歲,124,133,257
萬里區,112,12,24歲,118,107,225
萬里區,112,12,25歲,129,98,227
萬里區,112,12,26歲,145,127,272
萬里區,112,12,27歲,123,141,264
萬里區,112,12,28歲,134,121,255
萬里區,112,12,29歲,123,140,263
萬里區,112,12,30歲,141,126,267
萬里區,112,12,31歲,136,122,258
萬里區,112,12,32歲,129,117,246
萬里區,112,12,33歲,140,125,265
萬里區,112,12,34歲,142,132,274
萬里區,112,12,35歲,137,124,261
萬里區,112,12,36歲,104,103,207
萬里區,112,12,37歲,109,109,218
萬里區,112,12,38歲,116,136,252
萬里區,112,12,39歲,114,148,262
萬里區,112,12,40歲,137,149,286
萬里區,112,12,41歲,159,148,307
萬里區,112,12,42歲,142,185,327
萬里區,112,12,43歲,176,192,368
萬里區,112,12,44歲,170,187,357
萬里區,112,12,45歲,152,168,320
萬里區,112,12,46歲,141,176,317
萬里區,112,12,47歲,173,191,364
萬里區,112,12,48歲,167,152,319
萬里區,112,12,49歲,129,156,285
萬里區,112,12,50歲,165,182,347
萬里區,112,12,51歲,169,187,356
萬里區,112,12,52歲,206,176,382
萬里區,112,12,53歲,177,189,366
萬里區,112,12,54歲,205,180,385
萬里區,112,12,55歲,198,185,383
萬里區,112,12,56歲,182,175,357
萬里區,112,12,57歲,190,176,366
萬里區,112,12,58歲,181,183,364
萬里區,112,12,59歲,176,200,376
萬里區,112,12,60歲,221,183,404
萬里區,112,12,61歲,203,194,397
萬里區,112,12,62歲,197,183,380
萬里區,112,12,63歲,182,192,374
萬里區,112,12,64歲,160,170,330
萬里區,112,12,65歲,184,166,350
萬里區,112,12,66歲,179,175,354
萬里區,112,12,67歲,191,158,349
萬里區,112,12,68歲,165,153,318
萬里區,112,12,69歲,140,151,291
萬里區,112,12,70歲,155,149,304
萬里區,112,12,71歲,148,159,307
萬里區,112,12,72歲,127,144,271
萬里區,112,12,73歲,110,104,214
萬里區,112,12,74歲,97,113,210
萬里區,112,12,75歲,81,73,154
萬里區,112,12,76歲,84,75,159
萬里區,112,12,77歲,57,55,112
萬里區,112,12,78歲,48,56,104
萬里區,112,12,79歲,54,73,127
萬里區,112,12,80歲,45,73,118
萬里區,112,12,81歲,44,62,106
萬里區,112,12,82歲,59,74,133
萬里區,112,12,83歲,48,67,115
萬里區,112,12,84歲,48,61,109
萬里區,112,12,85歲,31,52,83
萬里區,112,12,86歲,35,43,78
萬里區,112,12,87歲,30,24,54
萬里區,112,12,88歲,32,32,64
萬里區,112,12,89歲,15,29,44
萬里區,112,12,90歲,11,18,29
萬里區,112,12,91歲,13,29,42
萬里區,112,12,92歲,5,18,23
萬里區,112,12,93歲,12,16,28
萬里區,112,12,94歲,8,14,22
萬里區,112,12,95歲,5,11,16
萬里區,112,12,96歲,3,7,10
萬里區,112,12,97歲,2,4,6
萬里區,112,12,98歲,4,1,5
萬里區,112,12,99歲,0,2,2
萬里區,112,12,100歲以上,2,0,2
總計,,,,10386,10483,20869


              
