行政區,年,月,年齡,男,女,合計
萬里區,112,9,0歲,53,50,103
萬里區,112,9,1歲,49,52,101
萬里區,112,9,2歲,58,56,114
萬里區,112,9,3歲,67,52,119
萬里區,112,9,4歲,59,49,108
萬里區,112,9,5歲,59,57,116
萬里區,112,9,6歲,42,46,88
萬里區,112,9,7歲,53,54,107
萬里區,112,9,8歲,65,57,122
萬里區,112,9,9歲,58,53,111
萬里區,112,9,10歲,66,46,112
萬里區,112,9,11歲,60,61,121
萬里區,112,9,12歲,42,44,86
萬里區,112,9,13歲,54,39,93
萬里區,112,9,14歲,70,61,131
萬里區,112,9,15歲,68,65,133
萬里區,112,9,16歲,82,76,158
萬里區,112,9,17歲,91,75,166
萬里區,112,9,18歲,80,90,170
萬里區,112,9,19歲,101,112,213
萬里區,112,9,20歲,98,98,196
萬里區,112,9,21歲,120,107,227
萬里區,112,9,22歲,133,109,242
萬里區,112,9,23歲,124,127,251
萬里區,112,9,24歲,114,103,217
萬里區,112,9,25歲,142,122,264
萬里區,112,9,26歲,134,121,255
萬里區,112,9,27歲,125,148,273
萬里區,112,9,28歲,140,117,257
萬里區,112,9,29歲,118,131,249
萬里區,112,9,30歲,144,132,276
萬里區,112,9,31歲,133,127,260
萬里區,112,9,32歲,131,118,249
萬里區,112,9,33歲,139,126,265
萬里區,112,9,34歲,153,125,278
萬里區,112,9,35歲,120,118,238
萬里區,112,9,36歲,108,106,214
萬里區,112,9,37歲,117,130,247
萬里區,112,9,38歲,116,130,246
萬里區,112,9,39歲,109,148,257
萬里區,112,9,40歲,147,139,286
萬里區,112,9,41歲,149,157,306
萬里區,112,9,42歲,165,184,349
萬里區,112,9,43歲,175,203,378
萬里區,112,9,44歲,163,182,345
萬里區,112,9,45歲,141,182,323
萬里區,112,9,46歲,157,152,309
萬里區,112,9,47歲,170,184,354
萬里區,112,9,48歲,151,161,312
萬里區,112,9,49歲,139,174,313
萬里區,112,9,50歲,176,184,360
萬里區,112,9,51歲,178,188,366
萬里區,112,9,52歲,190,158,348
萬里區,112,9,53歲,168,190,358
萬里區,112,9,54歲,229,188,417
萬里區,112,9,55歲,180,185,365
萬里區,112,9,56歲,193,171,364
萬里區,112,9,57歲,180,192,372
萬里區,112,9,58歲,186,180,366
萬里區,112,9,59歲,186,205,391
萬里區,112,9,60歲,220,179,399
萬里區,112,9,61歲,207,198,405
萬里區,112,9,62歲,194,172,366
萬里區,112,9,63歲,177,198,375
萬里區,112,9,64歲,154,165,319
萬里區,112,9,65歲,183,167,350
萬里區,112,9,66歲,169,174,343
萬里區,112,9,67歲,195,160,355
萬里區,112,9,68歲,173,147,320
萬里區,112,9,69歲,151,160,311
萬里區,112,9,70歲,150,136,286
萬里區,112,9,71歲,138,167,305
萬里區,112,9,72歲,126,118,244
萬里區,112,9,73歲,101,119,220
萬里區,112,9,74歲,106,107,213
萬里區,112,9,75歲,76,68,144
萬里區,112,9,76歲,77,82,159
萬里區,112,9,77歲,55,41,96
萬里區,112,9,78歲,50,64,114
萬里區,112,9,79歲,53,75,128
萬里區,112,9,80歲,43,72,115
萬里區,112,9,81歲,46,59,105
萬里區,112,9,82歲,65,78,143
萬里區,112,9,83歲,48,70,118
萬里區,112,9,84歲,42,59,101
萬里區,112,9,85歲,33,47,80
萬里區,112,9,86歲,34,39,73
萬里區,112,9,87歲,33,26,59
萬里區,112,9,88歲,26,31,57
萬里區,112,9,89歲,16,27,43
萬里區,112,9,90歲,14,22,36
萬里區,112,9,91歲,9,25,34
萬里區,112,9,92歲,9,18,27
萬里區,112,9,93歲,11,19,30
萬里區,112,9,94歲,6,11,17
萬里區,112,9,95歲,6,9,15
萬里區,112,9,96歲,3,8,11
萬里區,112,9,97歲,3,2,5
萬里區,112,9,98歲,2,2,4
萬里區,112,9,99歲,1,2,3
萬里區,112,9,100歲以上,2,1,3
總計,,,,10425,10521,20946


              
