行政區,年,月,年齡,男,女,合計
林口區,112,9,0歲,468,449,917
林口區,112,9,1歲,649,566,1215
林口區,112,9,2歲,687,663,1350
林口區,112,9,3歲,743,694,1437
林口區,112,9,4歲,771,752,1523
林口區,112,9,5歲,815,752,1567
林口區,112,9,6歲,822,799,1621
林口區,112,9,7歲,947,920,1867
林口區,112,9,8歲,1022,899,1921
林口區,112,9,9歲,943,841,1784
林口區,112,9,10歲,919,889,1808
林口區,112,9,11歲,1044,952,1996
林口區,112,9,12歲,866,802,1668
林口區,112,9,13歲,711,645,1356
林口區,112,9,14歲,740,724,1464
林口區,112,9,15歲,705,655,1360
林口區,112,9,16歲,640,643,1283
林口區,112,9,17歲,633,584,1217
林口區,112,9,18歲,630,539,1169
林口區,112,9,19歲,654,579,1233
林口區,112,9,20歲,665,534,1199
林口區,112,9,21歲,669,590,1259
林口區,112,9,22歲,699,659,1358
林口區,112,9,23歲,779,717,1496
林口區,112,9,24歲,701,683,1384
林口區,112,9,25歲,771,737,1508
林口區,112,9,26歲,845,788,1633
林口區,112,9,27歲,783,759,1542
林口區,112,9,28歲,844,807,1651
林口區,112,9,29歲,864,825,1689
林口區,112,9,30歲,816,883,1699
林口區,112,9,31歲,824,809,1633
林口區,112,9,32歲,878,853,1731
林口區,112,9,33歲,950,954,1904
林口區,112,9,34歲,916,992,1908
林口區,112,9,35歲,900,1002,1902
林口區,112,9,36歲,873,932,1805
林口區,112,9,37歲,894,994,1888
林口區,112,9,38歲,986,1153,2139
林口區,112,9,39歲,1041,1183,2224
林口區,112,9,40歲,1047,1266,2313
林口區,112,9,41歲,1132,1433,2565
林口區,112,9,42歲,1262,1376,2638
林口區,112,9,43歲,1197,1367,2564
林口區,112,9,44歲,1205,1369,2574
林口區,112,9,45歲,1208,1365,2573
林口區,112,9,46歲,1234,1385,2619
林口區,112,9,47歲,1206,1346,2552
林口區,112,9,48歲,1046,1099,2145
林口區,112,9,49歲,998,1073,2071
林口區,112,9,50歲,946,1097,2043
林口區,112,9,51歲,934,1025,1959
林口區,112,9,52歲,923,998,1921
林口區,112,9,53歲,881,1039,1920
林口區,112,9,54歲,929,1030,1959
林口區,112,9,55歲,877,926,1803
林口區,112,9,56歲,818,983,1801
林口區,112,9,57歲,793,975,1768
林口區,112,9,58歲,850,966,1816
林口區,112,9,59歲,857,935,1792
林口區,112,9,60歲,803,943,1746
林口區,112,9,61歲,778,880,1658
林口區,112,9,62歲,777,860,1637
林口區,112,9,63歲,736,849,1585
林口區,112,9,64歲,727,832,1559
林口區,112,9,65歲,662,745,1407
林口區,112,9,66歲,617,672,1289
林口區,112,9,67歲,620,752,1372
林口區,112,9,68歲,610,687,1297
林口區,112,9,69歲,546,678,1224
林口區,112,9,70歲,539,664,1203
林口區,112,9,71歲,531,579,1110
林口區,112,9,72歲,480,581,1061
林口區,112,9,73歲,377,493,870
林口區,112,9,74歲,381,440,821
林口區,112,9,75歲,295,365,660
林口區,112,9,76歲,251,318,569
林口區,112,9,77歲,182,217,399
林口區,112,9,78歲,193,228,421
林口區,112,9,79歲,203,225,428
林口區,112,9,80歲,168,244,412
林口區,112,9,81歲,165,173,338
林口區,112,9,82歲,148,188,336
林口區,112,9,83歲,126,176,302
林口區,112,9,84歲,111,140,251
林口區,112,9,85歲,80,127,207
林口區,112,9,86歲,65,104,169
林口區,112,9,87歲,71,88,159
林口區,112,9,88歲,49,93,142
林口區,112,9,89歲,34,70,104
林口區,112,9,90歲,30,56,86
林口區,112,9,91歲,35,54,89
林口區,112,9,92歲,32,40,72
林口區,112,9,93歲,27,35,62
林口區,112,9,94歲,24,26,50
林口區,112,9,95歲,11,23,34
林口區,112,9,96歲,17,26,43
林口區,112,9,97歲,16,13,29
林口區,112,9,98歲,5,9,14
林口區,112,9,99歲,4,13,17
林口區,112,9,100歲以上,15,14,29
總計,,,,63991,67974,131965


              
