行政區,年,月,年齡,男,女,合計
林口區,112,5,0歲,509,472,981
林口區,112,5,1歲,613,603,1216
林口區,112,5,2歲,734,633,1367
林口區,112,5,3歲,740,718,1458
林口區,112,5,4歲,773,722,1495
林口區,112,5,5歲,816,799,1615
林口區,112,5,6歲,833,822,1655
林口區,112,5,7歲,965,871,1836
林口區,112,5,8歲,992,878,1870
林口區,112,5,9歲,845,813,1658
林口區,112,5,10歲,988,943,1931
林口區,112,5,11歲,970,881,1851
林口區,112,5,12歲,779,705,1484
林口區,112,5,13歲,738,692,1430
林口區,112,5,14歲,736,678,1414
林口區,112,5,15歲,696,708,1404
林口區,112,5,16歲,638,606,1244
林口區,112,5,17歲,612,553,1165
林口區,112,5,18歲,669,570,1239
林口區,112,5,19歲,630,550,1180
林口區,112,5,20歲,667,552,1219
林口區,112,5,21歲,678,578,1256
林口區,112,5,22歲,751,707,1458
林口區,112,5,23歲,682,710,1392
林口區,112,5,24歲,720,678,1398
林口區,112,5,25歲,829,748,1577
林口區,112,5,26歲,827,795,1622
林口區,112,5,27歲,760,783,1543
林口區,112,5,28歲,830,805,1635
林口區,112,5,29歲,858,783,1641
林口區,112,5,30歲,800,839,1639
林口區,112,5,31歲,814,849,1663
林口區,112,5,32歲,896,871,1767
林口區,112,5,33歲,891,922,1813
林口區,112,5,34歲,954,1024,1978
林口區,112,5,35歲,855,918,1773
林口區,112,5,36歲,857,911,1768
林口區,112,5,37歲,906,1031,1937
林口區,112,5,38歲,991,1151,2142
林口區,112,5,39歲,1041,1195,2236
林口區,112,5,40歲,1030,1295,2325
林口區,112,5,41歲,1171,1418,2589
林口區,112,5,42歲,1233,1315,2548
林口區,112,5,43歲,1172,1394,2566
林口區,112,5,44歲,1192,1393,2585
林口區,112,5,45歲,1181,1305,2486
林口區,112,5,46歲,1266,1411,2677
林口區,112,5,47歲,1150,1184,2334
林口區,112,5,48歲,1038,1119,2157
林口區,112,5,49歲,961,1054,2015
林口區,112,5,50歲,936,1033,1969
林口區,112,5,51歲,927,1002,1929
林口區,112,5,52歲,905,1015,1920
林口區,112,5,53歲,866,1013,1879
林口區,112,5,54歲,918,989,1907
林口區,112,5,55歲,838,953,1791
林口區,112,5,56歲,808,967,1775
林口區,112,5,57歲,798,922,1720
林口區,112,5,58歲,855,991,1846
林口區,112,5,59歲,852,968,1820
林口區,112,5,60歲,777,895,1672
林口區,112,5,61歲,775,857,1632
林口區,112,5,62歲,765,825,1590
林口區,112,5,63歲,713,843,1556
林口區,112,5,64歲,746,835,1581
林口區,112,5,65歲,623,726,1349
林口區,112,5,66歲,622,689,1311
林口區,112,5,67歲,590,734,1324
林口區,112,5,68歲,599,674,1273
林口區,112,5,69歲,540,679,1219
林口區,112,5,70歲,526,603,1129
林口區,112,5,71歲,522,584,1106
林口區,112,5,72歲,420,552,972
林口區,112,5,73歲,384,488,872
林口區,112,5,74歲,362,404,766
林口區,112,5,75歲,295,366,661
林口區,112,5,76歲,230,286,516
林口區,112,5,77歲,167,210,377
林口區,112,5,78歲,213,228,441
林口區,112,5,79歲,195,226,421
林口區,112,5,80歲,168,228,396
林口區,112,5,81歲,147,175,322
林口區,112,5,82歲,148,178,326
林口區,112,5,83歲,130,163,293
林口區,112,5,84歲,100,145,245
林口區,112,5,85歲,71,113,184
林口區,112,5,86歲,67,111,178
林口區,112,5,87歲,70,81,151
林口區,112,5,88歲,44,99,143
林口區,112,5,89歲,39,67,106
林口區,112,5,90歲,29,61,90
林口區,112,5,91歲,38,54,92
林口區,112,5,92歲,32,36,68
林口區,112,5,93歲,31,34,65
林口區,112,5,94歲,19,29,48
林口區,112,5,95歲,14,26,40
林口區,112,5,96歲,20,18,38
林口區,112,5,97歲,13,16,29
林口區,112,5,98歲,6,7,13
林口區,112,5,99歲,6,16,22
林口區,112,5,100歲以上,11,13,24
總計,,,,63247,67182,130429


              
