行政區,年,月,年齡,男,女,合計
林口區,112,6,0歲,514,464,978
林口區,112,6,1歲,606,601,1207
林口區,112,6,2歲,726,637,1363
林口區,112,6,3歲,736,702,1438
林口區,112,6,4歲,766,737,1503
林口區,112,6,5歲,830,784,1614
林口區,112,6,6歲,833,822,1655
林口區,112,6,7歲,955,877,1832
林口區,112,6,8歲,1005,881,1886
林口區,112,6,9歲,855,841,1696
林口區,112,6,10歲,986,925,1911
林口區,112,6,11歲,965,880,1845
林口區,112,6,12歲,812,742,1554
林口區,112,6,13歲,733,687,1420
林口區,112,6,14歲,741,673,1414
林口區,112,6,15歲,689,695,1384
林口區,112,6,16歲,632,604,1236
林口區,112,6,17歲,617,573,1190
林口區,112,6,18歲,679,566,1245
林口區,112,6,19歲,633,538,1171
林口區,112,6,20歲,674,555,1229
林口區,112,6,21歲,661,580,1241
林口區,112,6,22歲,732,697,1429
林口區,112,6,23歲,714,713,1427
林口區,112,6,24歲,718,683,1401
林口區,112,6,25歲,801,743,1544
林口區,112,6,26歲,840,784,1624
林口區,112,6,27歲,770,793,1563
林口區,112,6,28歲,834,803,1637
林口區,112,6,29歲,864,784,1648
林口區,112,6,30歲,803,851,1654
林口區,112,6,31歲,809,837,1646
林口區,112,6,32歲,906,858,1764
林口區,112,6,33歲,904,947,1851
林口區,112,6,34歲,942,1011,1953
林口區,112,6,35歲,861,932,1793
林口區,112,6,36歲,880,926,1806
林口區,112,6,37歲,895,1004,1899
林口區,112,6,38歲,992,1169,2161
林口區,112,6,39歲,1046,1177,2223
林口區,112,6,40歲,1017,1315,2332
林口區,112,6,41歲,1166,1404,2570
林口區,112,6,42歲,1243,1326,2569
林口區,112,6,43歲,1171,1410,2581
林口區,112,6,44歲,1201,1379,2580
林口區,112,6,45歲,1199,1320,2519
林口區,112,6,46歲,1251,1397,2648
林口區,112,6,47歲,1164,1223,2387
林口區,112,6,48歲,1035,1114,2149
林口區,112,6,49歲,973,1045,2018
林口區,112,6,50歲,930,1062,1992
林口區,112,6,51歲,944,1018,1962
林口區,112,6,52歲,910,1001,1911
林口區,112,6,53歲,866,1009,1875
林口區,112,6,54歲,924,990,1914
林口區,112,6,55歲,841,946,1787
林口區,112,6,56歲,815,961,1776
林口區,112,6,57歲,800,936,1736
林口區,112,6,58歲,851,985,1836
林口區,112,6,59歲,842,957,1799
林口區,112,6,60歲,789,923,1712
林口區,112,6,61歲,768,835,1603
林口區,112,6,62歲,775,838,1613
林口區,112,6,63歲,726,848,1574
林口區,112,6,64歲,738,830,1568
林口區,112,6,65歲,620,737,1357
林口區,112,6,66歲,639,680,1319
林口區,112,6,67歲,590,723,1313
林口區,112,6,68歲,605,686,1291
林口區,112,6,69歲,536,688,1224
林口區,112,6,70歲,526,609,1135
林口區,112,6,71歲,532,584,1116
林口區,112,6,72歲,427,565,992
林口區,112,6,73歲,391,492,883
林口區,112,6,74歲,360,413,773
林口區,112,6,75歲,299,360,659
林口區,112,6,76歲,236,297,533
林口區,112,6,77歲,167,209,376
林口區,112,6,78歲,209,233,442
林口區,112,6,79歲,196,222,418
林口區,112,6,80歲,165,228,393
林口區,112,6,81歲,165,176,341
林口區,112,6,82歲,144,175,319
林口區,112,6,83歲,129,166,295
林口區,112,6,84歲,103,147,250
林口區,112,6,85歲,72,117,189
林口區,112,6,86歲,62,113,175
林口區,112,6,87歲,76,84,160
林口區,112,6,88歲,43,91,134
林口區,112,6,89歲,35,71,106
林口區,112,6,90歲,30,53,83
林口區,112,6,91歲,37,56,93
林口區,112,6,92歲,31,38,69
林口區,112,6,93歲,31,36,67
林口區,112,6,94歲,20,23,43
林口區,112,6,95歲,15,24,39
林口區,112,6,96歲,19,20,39
林口區,112,6,97歲,12,14,26
林口區,112,6,98歲,6,8,14
林口區,112,6,99歲,5,16,21
林口區,112,6,100歲以上,12,12,24
總計,,,,63443,67314,130757


              
