¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
·çªÚ°Ï,112,8,0·³,71,79,150
·çªÚ°Ï,112,8,1·³,100,86,186
·çªÚ°Ï,112,8,2·³,75,107,182
·çªÚ°Ï,112,8,3·³,108,97,205
·çªÚ°Ï,112,8,4·³,110,107,217
·çªÚ°Ï,112,8,5·³,94,92,186
·çªÚ°Ï,112,8,6·³,124,98,222
·çªÚ°Ï,112,8,7·³,133,119,252
·çªÚ°Ï,112,8,8·³,103,102,205
·çªÚ°Ï,112,8,9·³,98,123,221
·çªÚ°Ï,112,8,10·³,108,135,243
·çªÚ°Ï,112,8,11·³,110,104,214
·çªÚ°Ï,112,8,12·³,83,96,179
·çªÚ°Ï,112,8,13·³,87,88,175
·çªÚ°Ï,112,8,14·³,131,86,217
·çªÚ°Ï,112,8,15·³,108,114,222
·çªÚ°Ï,112,8,16·³,139,127,266
·çªÚ°Ï,112,8,17·³,125,136,261
·çªÚ°Ï,112,8,18·³,159,148,307
·çªÚ°Ï,112,8,19·³,190,149,339
·çªÚ°Ï,112,8,20·³,180,197,377
·çªÚ°Ï,112,8,21·³,207,180,387
·çªÚ°Ï,112,8,22·³,235,234,469
·çªÚ°Ï,112,8,23·³,241,193,434
·çªÚ°Ï,112,8,24·³,213,193,406
·çªÚ°Ï,112,8,25·³,207,222,429
·çªÚ°Ï,112,8,26·³,226,231,457
·çªÚ°Ï,112,8,27·³,262,223,485
·çªÚ°Ï,112,8,28·³,272,222,494
·çªÚ°Ï,112,8,29·³,272,255,527
·çªÚ°Ï,112,8,30·³,289,252,541
·çªÚ°Ï,112,8,31·³,287,201,488
·çªÚ°Ï,112,8,32·³,302,252,554
·çªÚ°Ï,112,8,33·³,268,242,510
·çªÚ°Ï,112,8,34·³,274,205,479
·çªÚ°Ï,112,8,35·³,237,235,472
·çªÚ°Ï,112,8,36·³,234,206,440
·çªÚ°Ï,112,8,37·³,202,213,415
·çªÚ°Ï,112,8,38·³,273,237,510
·çªÚ°Ï,112,8,39·³,242,222,464
·çªÚ°Ï,112,8,40·³,268,269,537
·çªÚ°Ï,112,8,41·³,265,275,540
·çªÚ°Ï,112,8,42·³,277,298,575
·çªÚ°Ï,112,8,43·³,269,267,536
·çªÚ°Ï,112,8,44·³,269,282,551
·çªÚ°Ï,112,8,45·³,264,263,527
·çªÚ°Ï,112,8,46·³,282,259,541
·çªÚ°Ï,112,8,47·³,288,245,533
·çªÚ°Ï,112,8,48·³,272,291,563
·çªÚ°Ï,112,8,49·³,241,276,517
·çªÚ°Ï,112,8,50·³,326,261,587
·çªÚ°Ï,112,8,51·³,291,310,601
·çªÚ°Ï,112,8,52·³,318,319,637
·çªÚ°Ï,112,8,53·³,382,310,692
·çªÚ°Ï,112,8,54·³,370,308,678
·çªÚ°Ï,112,8,55·³,376,333,709
·çªÚ°Ï,112,8,56·³,393,322,715
·çªÚ°Ï,112,8,57·³,394,358,752
·çªÚ°Ï,112,8,58·³,397,326,723
·çªÚ°Ï,112,8,59·³,406,323,729
·çªÚ°Ï,112,8,60·³,407,307,714
·çªÚ°Ï,112,8,61·³,364,332,696
·çªÚ°Ï,112,8,62·³,335,331,666
·çªÚ°Ï,112,8,63·³,332,303,635
·çªÚ°Ï,112,8,64·³,350,332,682
·çªÚ°Ï,112,8,65·³,303,268,571
·çªÚ°Ï,112,8,66·³,311,252,563
·çªÚ°Ï,112,8,67·³,296,270,566
·çªÚ°Ï,112,8,68·³,247,291,538
·çªÚ°Ï,112,8,69·³,236,223,459
·çªÚ°Ï,112,8,70·³,211,236,447
·çªÚ°Ï,112,8,71·³,223,235,458
·çªÚ°Ï,112,8,72·³,193,235,428
·çªÚ°Ï,112,8,73·³,133,194,327
·çªÚ°Ï,112,8,74·³,155,195,350
·çªÚ°Ï,112,8,75·³,120,128,248
·çªÚ°Ï,112,8,76·³,83,120,203
·çªÚ°Ï,112,8,77·³,57,77,134
·çªÚ°Ï,112,8,78·³,75,113,188
·çªÚ°Ï,112,8,79·³,86,142,228
·çªÚ°Ï,112,8,80·³,85,132,217
·çªÚ°Ï,112,8,81·³,77,141,218
·çªÚ°Ï,112,8,82·³,105,127,232
·çªÚ°Ï,112,8,83·³,85,129,214
·çªÚ°Ï,112,8,84·³,72,152,224
·çªÚ°Ï,112,8,85·³,75,121,196
·çªÚ°Ï,112,8,86·³,57,112,169
·çªÚ°Ï,112,8,87·³,48,90,138
·çªÚ°Ï,112,8,88·³,43,91,134
·çªÚ°Ï,112,8,89·³,25,73,98
·çªÚ°Ï,112,8,90·³,17,64,81
·çªÚ°Ï,112,8,91·³,18,57,75
·çªÚ°Ï,112,8,92·³,15,54,69
·çªÚ°Ï,112,8,93·³,13,31,44
·çªÚ°Ï,112,8,94·³,10,19,29
·çªÚ°Ï,112,8,95·³,9,29,38
·çªÚ°Ï,112,8,96·³,5,14,19
·çªÚ°Ï,112,8,97·³,5,9,14
·çªÚ°Ï,112,8,98·³,1,9,10
·çªÚ°Ï,112,8,99·³,1,9,10
·çªÚ°Ï,112,8,100·³¥H¤W,4,5,9
Á`­p,,,,18814,18555,37369


              
