¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
¤g«°°Ï,112,4,0·³,679,658,1337
¤g«°°Ï,112,4,1·³,800,745,1545
¤g«°°Ï,112,4,2·³,802,800,1602
¤g«°°Ï,112,4,3·³,983,854,1837
¤g«°°Ï,112,4,4·³,922,940,1862
¤g«°°Ï,112,4,5·³,1002,957,1959
¤g«°°Ï,112,4,6·³,1010,964,1974
¤g«°°Ï,112,4,7·³,1130,1073,2203
¤g«°°Ï,112,4,8·³,1122,1037,2159
¤g«°°Ï,112,4,9·³,1011,931,1942
¤g«°°Ï,112,4,10·³,1159,1017,2176
¤g«°°Ï,112,4,11·³,1050,1010,2060
¤g«°°Ï,112,4,12·³,832,775,1607
¤g«°°Ï,112,4,13·³,909,834,1743
¤g«°°Ï,112,4,14·³,957,865,1822
¤g«°°Ï,112,4,15·³,1020,930,1950
¤g«°°Ï,112,4,16·³,1009,960,1969
¤g«°°Ï,112,4,17·³,999,916,1915
¤g«°°Ï,112,4,18·³,1080,975,2055
¤g«°°Ï,112,4,19·³,1084,992,2076
¤g«°°Ï,112,4,20·³,1182,1040,2222
¤g«°°Ï,112,4,21·³,1267,1163,2430
¤g«°°Ï,112,4,22·³,1620,1472,3092
¤g«°°Ï,112,4,23·³,1562,1424,2986
¤g«°°Ï,112,4,24·³,1512,1305,2817
¤g«°°Ï,112,4,25·³,1704,1607,3311
¤g«°°Ï,112,4,26·³,1799,1678,3477
¤g«°°Ï,112,4,27·³,1827,1715,3542
¤g«°°Ï,112,4,28·³,1839,1739,3578
¤g«°°Ï,112,4,29·³,1959,1710,3669
¤g«°°Ï,112,4,30·³,1925,1763,3688
¤g«°°Ï,112,4,31·³,1902,1797,3699
¤g«°°Ï,112,4,32·³,1978,1821,3799
¤g«°°Ï,112,4,33·³,1915,1729,3644
¤g«°°Ï,112,4,34·³,1978,1876,3854
¤g«°°Ï,112,4,35·³,1881,1654,3535
¤g«°°Ï,112,4,36·³,1730,1584,3314
¤g«°°Ï,112,4,37·³,1890,1843,3733
¤g«°°Ï,112,4,38·³,2073,1974,4047
¤g«°°Ï,112,4,39·³,1976,2048,4024
¤g«°°Ï,112,4,40·³,2165,2163,4328
¤g«°°Ï,112,4,41·³,2159,2167,4326
¤g«°°Ï,112,4,42·³,2220,2209,4429
¤g«°°Ï,112,4,43·³,2113,2175,4288
¤g«°°Ï,112,4,44·³,2085,2036,4121
¤g«°°Ï,112,4,45·³,1913,1957,3870
¤g«°°Ï,112,4,46·³,2046,2252,4298
¤g«°°Ï,112,4,47·³,1756,1876,3632
¤g«°°Ï,112,4,48·³,1713,1822,3535
¤g«°°Ï,112,4,49·³,1586,1770,3356
¤g«°°Ï,112,4,50·³,1640,1791,3431
¤g«°°Ï,112,4,51·³,1607,1803,3410
¤g«°°Ï,112,4,52·³,1623,1871,3494
¤g«°°Ï,112,4,53·³,1638,1948,3586
¤g«°°Ï,112,4,54·³,1684,1998,3682
¤g«°°Ï,112,4,55·³,1614,1998,3612
¤g«°°Ï,112,4,56·³,1636,2051,3687
¤g«°°Ï,112,4,57·³,1736,2193,3929
¤g«°°Ï,112,4,58·³,1803,2273,4076
¤g«°°Ï,112,4,59·³,1847,2249,4096
¤g«°°Ï,112,4,60·³,1850,2281,4131
¤g«°°Ï,112,4,61·³,1845,2176,4021
¤g«°°Ï,112,4,62·³,1710,2135,3845
¤g«°°Ï,112,4,63·³,1744,2078,3822
¤g«°°Ï,112,4,64·³,1734,2130,3864
¤g«°°Ï,112,4,65·³,1595,1854,3449
¤g«°°Ï,112,4,66·³,1576,1830,3406
¤g«°°Ï,112,4,67·³,1502,1767,3269
¤g«°°Ï,112,4,68·³,1471,1653,3124
¤g«°°Ï,112,4,69·³,1372,1523,2895
¤g«°°Ï,112,4,70·³,1190,1377,2567
¤g«°°Ï,112,4,71·³,1129,1343,2472
¤g«°°Ï,112,4,72·³,988,1105,2093
¤g«°°Ï,112,4,73·³,856,866,1722
¤g«°°Ï,112,4,74·³,741,843,1584
¤g«°°Ï,112,4,75·³,584,623,1207
¤g«°°Ï,112,4,76·³,497,519,1016
¤g«°°Ï,112,4,77·³,333,360,693
¤g«°°Ï,112,4,78·³,364,428,792
¤g«°°Ï,112,4,79·³,341,422,763
¤g«°°Ï,112,4,80·³,304,369,673
¤g«°°Ï,112,4,81·³,276,377,653
¤g«°°Ï,112,4,82·³,245,332,577
¤g«°°Ï,112,4,83·³,164,290,454
¤g«°°Ï,112,4,84·³,194,254,448
¤g«°°Ï,112,4,85·³,134,201,335
¤g«°°Ï,112,4,86·³,113,191,304
¤g«°°Ï,112,4,87·³,92,152,244
¤g«°°Ï,112,4,88·³,88,139,227
¤g«°°Ï,112,4,89·³,61,105,166
¤g«°°Ï,112,4,90·³,64,90,154
¤g«°°Ï,112,4,91·³,69,78,147
¤g«°°Ï,112,4,92·³,49,74,123
¤g«°°Ï,112,4,93·³,43,46,89
¤g«°°Ï,112,4,94·³,33,36,69
¤g«°°Ï,112,4,95·³,30,25,55
¤g«°°Ï,112,4,96·³,25,19,44
¤g«°°Ï,112,4,97·³,19,12,31
¤g«°°Ï,112,4,98·³,9,10,19
¤g«°°Ï,112,4,99·³,4,9,13
¤g«°°Ï,112,4,100·³¥H¤W,15,10,25
Á`­p,,,,117116,121909,239025


              
