¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
¤g«°°Ï,112,1,0·³,670,635,1305
¤g«°°Ï,112,1,1·³,800,764,1564
¤g«°°Ï,112,1,2·³,871,810,1681
¤g«°°Ï,112,1,3·³,949,891,1840
¤g«°°Ï,112,1,4·³,938,911,1849
¤g«°°Ï,112,1,5·³,997,929,1926
¤g«°°Ï,112,1,6·³,993,1003,1996
¤g«°°Ï,112,1,7·³,1135,1033,2168
¤g«°°Ï,112,1,8·³,1115,1067,2182
¤g«°°Ï,112,1,9·³,975,905,1880
¤g«°°Ï,112,1,10·³,1211,1075,2286
¤g«°°Ï,112,1,11·³,989,951,1940
¤g«°°Ï,112,1,12·³,785,729,1514
¤g«°°Ï,112,1,13·³,919,851,1770
¤g«°°Ï,112,1,14·³,968,887,1855
¤g«°°Ï,112,1,15·³,1018,895,1913
¤g«°°Ï,112,1,16·³,1007,971,1978
¤g«°°Ï,112,1,17·³,987,945,1932
¤g«°°Ï,112,1,18·³,1108,977,2085
¤g«°°Ï,112,1,19·³,1085,1003,2088
¤g«°°Ï,112,1,20·³,1218,1068,2286
¤g«°°Ï,112,1,21·³,1303,1180,2483
¤g«°°Ï,112,1,22·³,1669,1555,3224
¤g«°°Ï,112,1,23·³,1592,1389,2981
¤g«°°Ï,112,1,24·³,1422,1292,2714
¤g«°°Ï,112,1,25·³,1749,1665,3414
¤g«°°Ï,112,1,26·³,1835,1643,3478
¤g«°°Ï,112,1,27·³,1835,1745,3580
¤g«°°Ï,112,1,28·³,1837,1695,3532
¤g«°°Ï,112,1,29·³,1988,1712,3700
¤g«°°Ï,112,1,30·³,1890,1737,3627
¤g«°°Ï,112,1,31·³,1894,1795,3689
¤g«°°Ï,112,1,32·³,2023,1830,3853
¤g«°°Ï,112,1,33·³,1823,1717,3540
¤g«°°Ï,112,1,34·³,2014,1865,3879
¤g«°°Ï,112,1,35·³,1838,1639,3477
¤g«°°Ï,112,1,36·³,1682,1568,3250
¤g«°°Ï,112,1,37·³,1965,1822,3787
¤g«°°Ï,112,1,38·³,2024,2013,4037
¤g«°°Ï,112,1,39·³,2005,2072,4077
¤g«°°Ï,112,1,40·³,2233,2132,4365
¤g«°°Ï,112,1,41·³,2195,2169,4364
¤g«°°Ï,112,1,42·³,2098,2183,4281
¤g«°°Ï,112,1,43·³,2166,2153,4319
¤g«°°Ï,112,1,44·³,2056,1976,4032
¤g«°°Ï,112,1,45·³,1867,1964,3831
¤g«°°Ï,112,1,46·³,2047,2227,4274
¤g«°°Ï,112,1,47·³,1746,1840,3586
¤g«°°Ï,112,1,48·³,1647,1772,3419
¤g«°°Ï,112,1,49·³,1589,1798,3387
¤g«°°Ï,112,1,50·³,1619,1777,3396
¤g«°°Ï,112,1,51·³,1589,1837,3426
¤g«°°Ï,112,1,52·³,1640,1861,3501
¤g«°°Ï,112,1,53·³,1649,1985,3634
¤g«°°Ï,112,1,54·³,1705,2013,3718
¤g«°°Ï,112,1,55·³,1565,1977,3542
¤g«°°Ï,112,1,56·³,1668,2141,3809
¤g«°°Ï,112,1,57·³,1751,2212,3963
¤g«°°Ï,112,1,58·³,1818,2236,4054
¤g«°°Ï,112,1,59·³,1911,2328,4239
¤g«°°Ï,112,1,60·³,1862,2180,4042
¤g«°°Ï,112,1,61·³,1777,2155,3932
¤g«°°Ï,112,1,62·³,1754,2174,3928
¤g«°°Ï,112,1,63·³,1726,2013,3739
¤g«°°Ï,112,1,64·³,1698,2058,3756
¤g«°°Ï,112,1,65·³,1536,1843,3379
¤g«°°Ï,112,1,66·³,1591,1832,3423
¤g«°°Ï,112,1,67·³,1510,1752,3262
¤g«°°Ï,112,1,68·³,1428,1611,3039
¤g«°°Ï,112,1,69·³,1348,1473,2821
¤g«°°Ï,112,1,70·³,1154,1360,2514
¤g«°°Ï,112,1,71·³,1122,1337,2459
¤g«°°Ï,112,1,72·³,944,1020,1964
¤g«°°Ï,112,1,73·³,868,856,1724
¤g«°°Ï,112,1,74·³,669,736,1405
¤g«°°Ï,112,1,75·³,564,616,1180
¤g«°°Ï,112,1,76·³,426,445,871
¤g«°°Ï,112,1,77·³,344,399,743
¤g«°°Ï,112,1,78·³,385,423,808
¤g«°°Ï,112,1,79·³,326,402,728
¤g«°°Ï,112,1,80·³,309,373,682
¤g«°°Ï,112,1,81·³,285,379,664
¤g«°°Ï,112,1,82·³,220,317,537
¤g«°°Ï,112,1,83·³,172,280,452
¤g«°°Ï,112,1,84·³,185,239,424
¤g«°°Ï,112,1,85·³,128,198,326
¤g«°°Ï,112,1,86·³,113,191,304
¤g«°°Ï,112,1,87·³,94,158,252
¤g«°°Ï,112,1,88·³,88,130,218
¤g«°°Ï,112,1,89·³,63,106,169
¤g«°°Ï,112,1,90·³,61,87,148
¤g«°°Ï,112,1,91·³,65,84,149
¤g«°°Ï,112,1,92·³,54,66,120
¤g«°°Ï,112,1,93·³,42,46,88
¤g«°°Ï,112,1,94·³,45,33,78
¤g«°°Ï,112,1,95·³,20,26,46
¤g«°°Ï,112,1,96·³,33,23,56
¤g«°°Ï,112,1,97·³,13,9,22
¤g«°°Ï,112,1,98·³,8,13,21
¤g«°°Ï,112,1,99·³,4,7,11
¤g«°°Ï,112,1,100·³¥H¤W,17,8,25
Á`­p,,,,116736,121273,238009


              
