¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
¤g«°°Ï,112,5,0·³,656,647,1303
¤g«°°Ï,112,5,1·³,813,739,1552
¤g«°°Ï,112,5,2·³,819,805,1624
¤g«°°Ï,112,5,3·³,974,859,1833
¤g«°°Ï,112,5,4·³,915,931,1846
¤g«°°Ï,112,5,5·³,1010,981,1991
¤g«°°Ï,112,5,6·³,1018,946,1964
¤g«°°Ï,112,5,7·³,1112,1076,2188
¤g«°°Ï,112,5,8·³,1135,1050,2185
¤g«°°Ï,112,5,9·³,1009,941,1950
¤g«°°Ï,112,5,10·³,1175,1002,2177
¤g«°°Ï,112,5,11·³,1039,1016,2055
¤g«°°Ï,112,5,12·³,853,808,1661
¤g«°°Ï,112,5,13·³,905,823,1728
¤g«°°Ï,112,5,14·³,949,867,1816
¤g«°°Ï,112,5,15·³,1028,928,1956
¤g«°°Ï,112,5,16·³,1001,962,1963
¤g«°°Ï,112,5,17·³,992,912,1904
¤g«°°Ï,112,5,18·³,1087,984,2071
¤g«°°Ï,112,5,19·³,1074,984,2058
¤g«°°Ï,112,5,20·³,1171,1037,2208
¤g«°°Ï,112,5,21·³,1256,1163,2419
¤g«°°Ï,112,5,22·³,1598,1439,3037
¤g«°°Ï,112,5,23·³,1578,1423,3001
¤g«°°Ï,112,5,24·³,1527,1308,2835
¤g«°°Ï,112,5,25·³,1681,1618,3299
¤g«°°Ï,112,5,26·³,1803,1643,3446
¤g«°°Ï,112,5,27·³,1814,1725,3539
¤g«°°Ï,112,5,28·³,1825,1746,3571
¤g«°°Ï,112,5,29·³,1985,1711,3696
¤g«°°Ï,112,5,30·³,1934,1757,3691
¤g«°°Ï,112,5,31·³,1900,1782,3682
¤g«°°Ï,112,5,32·³,1975,1847,3822
¤g«°°Ï,112,5,33·³,1939,1723,3662
¤g«°°Ï,112,5,34·³,1964,1859,3823
¤g«°°Ï,112,5,35·³,1860,1665,3525
¤g«°°Ï,112,5,36·³,1758,1635,3393
¤g«°°Ï,112,5,37·³,1883,1804,3687
¤g«°°Ï,112,5,38·³,2080,1991,4071
¤g«°°Ï,112,5,39·³,1980,2042,4022
¤g«°°Ï,112,5,40·³,2147,2179,4326
¤g«°°Ï,112,5,41·³,2161,2160,4321
¤g«°°Ï,112,5,42·³,2232,2197,4429
¤g«°°Ï,112,5,43·³,2118,2194,4312
¤g«°°Ï,112,5,44·³,2106,2048,4154
¤g«°°Ï,112,5,45·³,1947,1963,3910
¤g«°°Ï,112,5,46·³,2024,2258,4282
¤g«°°Ï,112,5,47·³,1733,1898,3631
¤g«°°Ï,112,5,48·³,1753,1818,3571
¤g«°°Ï,112,5,49·³,1617,1779,3396
¤g«°°Ï,112,5,50·³,1611,1781,3392
¤g«°°Ï,112,5,51·³,1628,1816,3444
¤g«°°Ï,112,5,52·³,1614,1857,3471
¤g«°°Ï,112,5,53·³,1630,1946,3576
¤g«°°Ï,112,5,54·³,1697,1989,3686
¤g«°°Ï,112,5,55·³,1621,2005,3626
¤g«°°Ï,112,5,56·³,1639,2029,3668
¤g«°°Ï,112,5,57·³,1729,2199,3928
¤g«°°Ï,112,5,58·³,1771,2236,4007
¤g«°°Ï,112,5,59·³,1863,2265,4128
¤g«°°Ï,112,5,60·³,1855,2279,4134
¤g«°°Ï,112,5,61·³,1869,2201,4070
¤g«°°Ï,112,5,62·³,1706,2150,3856
¤g«°°Ï,112,5,63·³,1748,2072,3820
¤g«°°Ï,112,5,64·³,1726,2124,3850
¤g«°°Ï,112,5,65·³,1607,1881,3488
¤g«°°Ï,112,5,66·³,1566,1811,3377
¤g«°°Ï,112,5,67·³,1520,1786,3306
¤g«°°Ï,112,5,68·³,1488,1653,3141
¤g«°°Ï,112,5,69·³,1358,1561,2919
¤g«°°Ï,112,5,70·³,1199,1379,2578
¤g«°°Ï,112,5,71·³,1148,1352,2500
¤g«°°Ï,112,5,72·³,1028,1148,2176
¤g«°°Ï,112,5,73·³,842,879,1721
¤g«°°Ï,112,5,74·³,747,814,1561
¤g«°°Ï,112,5,75·³,588,645,1233
¤g«°°Ï,112,5,76·³,494,533,1027
¤g«°°Ï,112,5,77·³,336,363,699
¤g«°°Ï,112,5,78·³,383,428,811
¤g«°°Ï,112,5,79·³,349,427,776
¤g«°°Ï,112,5,80·³,304,368,672
¤g«°°Ï,112,5,81·³,269,381,650
¤g«°°Ï,112,5,82·³,248,330,578
¤g«°°Ï,112,5,83·³,168,300,468
¤g«°°Ï,112,5,84·³,191,252,443
¤g«°°Ï,112,5,85·³,141,199,340
¤g«°°Ï,112,5,86·³,109,190,299
¤g«°°Ï,112,5,87·³,88,161,249
¤g«°°Ï,112,5,88·³,94,137,231
¤g«°°Ï,112,5,89·³,63,112,175
¤g«°°Ï,112,5,90·³,58,90,148
¤g«°°Ï,112,5,91·³,71,72,143
¤g«°°Ï,112,5,92·³,45,77,122
¤g«°°Ï,112,5,93·³,41,48,89
¤g«°°Ï,112,5,94·³,34,35,69
¤g«°°Ï,112,5,95·³,27,23,50
¤g«°°Ï,112,5,96·³,25,19,44
¤g«°°Ï,112,5,97·³,20,13,33
¤g«°°Ï,112,5,98·³,7,10,17
¤g«°°Ï,112,5,99·³,6,9,15
¤g«°°Ï,112,5,100·³¥H¤W,15,10,25
Á`­p,,,,117297,122118,239415


              
