¦æ¬F°Ï,¦~,¤ë,¦~ÄÖ,¨k,¤k,¦X­p
¤g«°°Ï,112,2,0·³,666,628,1294
¤g«°°Ï,112,2,1·³,800,756,1556
¤g«°°Ï,112,2,2·³,841,807,1648
¤g«°°Ï,112,2,3·³,973,878,1851
¤g«°°Ï,112,2,4·³,912,928,1840
¤g«°°Ï,112,2,5·³,993,938,1931
¤g«°°Ï,112,2,6·³,1012,999,2011
¤g«°°Ï,112,2,7·³,1147,1046,2193
¤g«°°Ï,112,2,8·³,1103,1059,2162
¤g«°°Ï,112,2,9·³,993,912,1905
¤g«°°Ï,112,2,10·³,1191,1070,2261
¤g«°°Ï,112,2,11·³,1030,941,1971
¤g«°°Ï,112,2,12·³,789,748,1537
¤g«°°Ï,112,2,13·³,917,846,1763
¤g«°°Ï,112,2,14·³,969,872,1841
¤g«°°Ï,112,2,15·³,1009,909,1918
¤g«°°Ï,112,2,16·³,995,974,1969
¤g«°°Ï,112,2,17·³,990,931,1921
¤g«°°Ï,112,2,18·³,1105,971,2076
¤g«°°Ï,112,2,19·³,1091,992,2083
¤g«°°Ï,112,2,20·³,1208,1069,2277
¤g«°°Ï,112,2,21·³,1293,1166,2459
¤g«°°Ï,112,2,22·³,1642,1516,3158
¤g«°°Ï,112,2,23·³,1582,1418,3000
¤g«°°Ï,112,2,24·³,1452,1302,2754
¤g«°°Ï,112,2,25·³,1728,1636,3364
¤g«°°Ï,112,2,26·³,1844,1673,3517
¤g«°°Ï,112,2,27·³,1802,1713,3515
¤g«°°Ï,112,2,28·³,1839,1704,3543
¤g«°°Ï,112,2,29·³,2019,1716,3735
¤g«°°Ï,112,2,30·³,1886,1724,3610
¤g«°°Ï,112,2,31·³,1885,1793,3678
¤g«°°Ï,112,2,32·³,2028,1834,3862
¤g«°°Ï,112,2,33·³,1819,1729,3548
¤g«°°Ï,112,2,34·³,2032,1885,3917
¤g«°°Ï,112,2,35·³,1839,1645,3484
¤g«°°Ï,112,2,36·³,1683,1574,3257
¤g«°°Ï,112,2,37·³,1959,1831,3790
¤g«°°Ï,112,2,38·³,2024,1998,4022
¤g«°°Ï,112,2,39·³,2010,2056,4066
¤g«°°Ï,112,2,40·³,2204,2138,4342
¤g«°°Ï,112,2,41·³,2164,2185,4349
¤g«°°Ï,112,2,42·³,2151,2182,4333
¤g«°°Ï,112,2,43·³,2131,2158,4289
¤g«°°Ï,112,2,44·³,2076,1986,4062
¤g«°°Ï,112,2,45·³,1900,1964,3864
¤g«°°Ï,112,2,46·³,2050,2253,4303
¤g«°°Ï,112,2,47·³,1732,1822,3554
¤g«°°Ï,112,2,48·³,1663,1812,3475
¤g«°°Ï,112,2,49·³,1593,1777,3370
¤g«°°Ï,112,2,50·³,1626,1778,3404
¤g«°°Ï,112,2,51·³,1600,1824,3424
¤g«°°Ï,112,2,52·³,1636,1864,3500
¤g«°°Ï,112,2,53·³,1647,1982,3629
¤g«°°Ï,112,2,54·³,1676,2017,3693
¤g«°°Ï,112,2,55·³,1600,1961,3561
¤g«°°Ï,112,2,56·³,1649,2115,3764
¤g«°°Ï,112,2,57·³,1739,2209,3948
¤g«°°Ï,112,2,58·³,1820,2250,4070
¤g«°°Ï,112,2,59·³,1886,2277,4163
¤g«°°Ï,112,2,60·³,1848,2235,4083
¤g«°°Ï,112,2,61·³,1811,2162,3973
¤g«°°Ï,112,2,62·³,1720,2138,3858
¤g«°°Ï,112,2,63·³,1725,2071,3796
¤g«°°Ï,112,2,64·³,1746,2068,3814
¤g«°°Ï,112,2,65·³,1525,1828,3353
¤g«°°Ï,112,2,66·³,1620,1865,3485
¤g«°°Ï,112,2,67·³,1491,1697,3188
¤g«°°Ï,112,2,68·³,1446,1652,3098
¤g«°°Ï,112,2,69·³,1357,1537,2894
¤g«°°Ï,112,2,70·³,1146,1319,2465
¤g«°°Ï,112,2,71·³,1151,1348,2499
¤g«°°Ï,112,2,72·³,949,1065,2014
¤g«°°Ï,112,2,73·³,873,847,1720
¤g«°°Ï,112,2,74·³,669,753,1422
¤g«°°Ï,112,2,75·³,581,626,1207
¤g«°°Ï,112,2,76·³,455,480,935
¤g«°°Ï,112,2,77·³,337,383,720
¤g«°°Ï,112,2,78·³,373,423,796
¤g«°°Ï,112,2,79·³,331,412,743
¤g«°°Ï,112,2,80·³,305,370,675
¤g«°°Ï,112,2,81·³,279,368,647
¤g«°°Ï,112,2,82·³,240,325,565
¤g«°°Ï,112,2,83·³,172,290,462
¤g«°°Ï,112,2,84·³,186,239,425
¤g«°°Ï,112,2,85·³,124,190,314
¤g«°°Ï,112,2,86·³,109,193,302
¤g«°°Ï,112,2,87·³,93,157,250
¤g«°°Ï,112,2,88·³,93,133,226
¤g«°°Ï,112,2,89·³,60,105,165
¤g«°°Ï,112,2,90·³,62,87,149
¤g«°°Ï,112,2,91·³,68,86,154
¤g«°°Ï,112,2,92·³,50,67,117
¤g«°°Ï,112,2,93·³,43,47,90
¤g«°°Ï,112,2,94·³,39,36,75
¤g«°°Ï,112,2,95·³,27,26,53
¤g«°°Ï,112,2,96·³,30,21,51
¤g«°°Ï,112,2,97·³,15,11,26
¤g«°°Ï,112,2,98·³,8,11,19
¤g«°°Ï,112,2,99·³,4,9,13
¤g«°°Ï,112,2,100·³¥H¤W,17,8,25
Á`­p,,,,116821,121429,238250


              
