行政區,年,月,年齡,男,女,合計
烏來區,112,7,0歲,28,27,55
烏來區,112,7,1歲,30,26,56
烏來區,112,7,2歲,29,29,58
烏來區,112,7,3歲,35,33,68
烏來區,112,7,4歲,29,36,65
烏來區,112,7,5歲,31,21,52
烏來區,112,7,6歲,23,20,43
烏來區,112,7,7歲,34,30,64
烏來區,112,7,8歲,33,39,72
烏來區,112,7,9歲,42,23,65
烏來區,112,7,10歲,20,33,53
烏來區,112,7,11歲,20,28,48
烏來區,112,7,12歲,15,24,39
烏來區,112,7,13歲,23,27,50
烏來區,112,7,14歲,25,31,56
烏來區,112,7,15歲,34,27,61
烏來區,112,7,16歲,28,24,52
烏來區,112,7,17歲,37,27,64
烏來區,112,7,18歲,39,33,72
烏來區,112,7,19歲,31,32,63
烏來區,112,7,20歲,38,22,60
烏來區,112,7,21歲,41,29,70
烏來區,112,7,22歲,32,40,72
烏來區,112,7,23歲,47,34,81
烏來區,112,7,24歲,39,38,77
烏來區,112,7,25歲,54,49,103
烏來區,112,7,26歲,47,44,91
烏來區,112,7,27歲,37,55,92
烏來區,112,7,28歲,40,49,89
烏來區,112,7,29歲,48,48,96
烏來區,112,7,30歲,41,60,101
烏來區,112,7,31歲,60,51,111
烏來區,112,7,32歲,51,38,89
烏來區,112,7,33歲,52,42,94
烏來區,112,7,34歲,44,55,99
烏來區,112,7,35歲,39,38,77
烏來區,112,7,36歲,40,51,91
烏來區,112,7,37歲,39,44,83
烏來區,112,7,38歲,45,51,96
烏來區,112,7,39歲,46,49,95
烏來區,112,7,40歲,60,42,102
烏來區,112,7,41歲,47,49,96
烏來區,112,7,42歲,50,54,104
烏來區,112,7,43歲,54,51,105
烏來區,112,7,44歲,44,62,106
烏來區,112,7,45歲,39,48,87
烏來區,112,7,46歲,38,51,89
烏來區,112,7,47歲,48,48,96
烏來區,112,7,48歲,36,51,87
烏來區,112,7,49歲,51,42,93
烏來區,112,7,50歲,40,53,93
烏來區,112,7,51歲,26,47,73
烏來區,112,7,52歲,40,42,82
烏來區,112,7,53歲,44,38,82
烏來區,112,7,54歲,34,38,72
烏來區,112,7,55歲,35,40,75
烏來區,112,7,56歲,48,50,98
烏來區,112,7,57歲,44,47,91
烏來區,112,7,58歲,46,44,90
烏來區,112,7,59歲,37,45,82
烏來區,112,7,60歲,58,51,109
烏來區,112,7,61歲,48,48,96
烏來區,112,7,62歲,47,46,93
烏來區,112,7,63歲,48,42,90
烏來區,112,7,64歲,41,55,96
烏來區,112,7,65歲,36,47,83
烏來區,112,7,66歲,45,46,91
烏來區,112,7,67歲,37,46,83
烏來區,112,7,68歲,40,54,94
烏來區,112,7,69歲,45,27,72
烏來區,112,7,70歲,38,45,83
烏來區,112,7,71歲,35,39,74
烏來區,112,7,72歲,33,43,76
烏來區,112,7,73歲,24,28,52
烏來區,112,7,74歲,25,26,51
烏來區,112,7,75歲,17,22,39
烏來區,112,7,76歲,12,15,27
烏來區,112,7,77歲,7,9,16
烏來區,112,7,78歲,11,10,21
烏來區,112,7,79歲,13,12,25
烏來區,112,7,80歲,10,17,27
烏來區,112,7,81歲,6,12,18
烏來區,112,7,82歲,11,10,21
烏來區,112,7,83歲,10,11,21
烏來區,112,7,84歲,9,11,20
烏來區,112,7,85歲,4,8,12
烏來區,112,7,86歲,5,8,13
烏來區,112,7,87歲,6,11,17
烏來區,112,7,88歲,4,7,11
烏來區,112,7,89歲,3,9,12
烏來區,112,7,90歲,1,3,4
烏來區,112,7,91歲,4,2,6
烏來區,112,7,92歲,0,1,1
烏來區,112,7,93歲,2,2,4
烏來區,112,7,94歲,0,2,2
烏來區,112,7,95歲,0,5,5
烏來區,112,7,96歲,0,1,1
烏來區,112,7,97歲,1,0,1
烏來區,112,7,98歲,0,0,0
烏來區,112,7,99歲,0,0,0
烏來區,112,7,100歲以上,0,0,0
總計,,,,3063,3230,6293


              
