name,star,comment,class,address,latitude,longitude
大谷豆花,4.0,471,冰品飲料店,新北市深坑區深坑街16號,25.0021076,121.6155415
雙城里,0.0,0,231新北市新店區,沒有地址,24.940728,121.4884624
貓谷,4.8,1,餐廳,新北市新店區雙城路175號之三,24.94399,121.494555
雙城蔬果行,5.0,7,蔬果店,新北市新店區雙城路2巷1號,24.9511459,121.4911576
新北市立新店幼兒園雙城分班,4.3,9,托兒所,新北市新店區安康路三段165巷2弄29號,24.9514631,121.4879838
7-ELEVEn 新店雙城門市,4.9,36,便利店,新北市新店區安康路三段96號,24.9519628,121.4917164
雙城國小附幼,4.0,5,幼稚園,新北市新店區安康路三段322號,24.9519681,121.4867364
新北市新店區雙城國民小學,4.3,58,小學,新北市新店區安康路三段322號,24.9522748,121.4863686
雙城路115號,0.0,0,公車站,新北市新店區,24.947475,121.492546
雙城,4.1,50,路面電車停靠站,新北市新店區,24.94636,121.48968
雙城,0.0,0,231新北市新店區,沒有地址,24.945602,121.479123
雙城,0.0,0,,新北市新店區,24.945602,121.479123
青潭早餐店,4.0,33,早餐,新北市新店區北宜路二段155號,24.9533481,121.5520232
青潭里,0.0,0,231新北市新店區,沒有地址,24.9482153,121.5526993
青潭,0.0,0,231新北市新店區,沒有地址,24.953611,121.549845
青潭堰,4.4,21,堰,新北市新店區新烏路一段,24.9461212,121.5456393
青潭(新烏路),4.0,4,公車站,新北市新店區,24.951261,121.546577
7-ELEVEn 青潭門市,3.6,118,便利店,新北市新店區北宜路一段41之1號,24.957274,121.5382944
CoCo都可 北宜店,4.8,181,冰品飲料店,新北市新店區北宜路二段255號,24.9535978,121.5541927
香坡里,0.0,0,231新北市新店區,沒有地址,24.9596506,121.4813228
拿坡里炸雞 北宜店,3.1,98,快餐,新北市新店區北宜路一段3號1樓,24.9584364,121.5382284
拿坡里披薩 新店店,4.0,842,披薩外送,新北市新店區中正路321號,24.9749819,121.5362298
拿坡里披薩 安康店,4.0,1,披薩外送,新北市新店區安康路二段4號,24.9639396,121.5164298
桂山發電廠冰品部,4.4,5,冰品飲料店,新北市新店區桂山路34號,24.9034144,121.5577629
龜山里,0.0,0,新北市新店區,沒有地址,24.8967975,121.5626885
龜山小吃,4.7,27,餐廳,新北市新店區新烏路三段63號,24.9040719,121.554402
新味食堂,4.2,100,餐廳,新北市新店區新烏路三段119號,24.9026729,121.5522179
茶聚CHAGE新莊八德店｜香片領導品牌＿手搖飲料店外帶外送加盟推薦、在地美食飲料茶飲創業加盟,4.6,204,冰品飲料店,新北市新莊區八德街150號,25.020094,121.42356
DrinkStore水雲朵新莊民安店-新莊特色茶飲|人氣飲料|外帶飲料店|打卡飲料店|平價飲品|必喝飲料,4.6,340,冰品飲料店,新北市新莊區民安西路76號,25.0199565,121.4270912
COMEBUY_新莊後港店,4.0,200,冰品飲料店,新北市新莊區後港一路74號,25.0264368,121.4269258
迷客夏Milksha 新北南新莊店,3.6,248,冰品飲料店,新北市新莊區八德街86號,25.0217911,121.4243825
象泰泰手工泰式奶茶店-新莊店,4.8,513,冰品飲料店,新北市新莊區富國路115號,25.0247867,121.4239043
COMEBUY_新莊新莊店,4.0,91,冰品飲料店,新北市新莊區新莊路453號,25.0333452,121.4496781
TrueWin初韻 新莊後港店,4.6,55,冰品飲料店,新北市新莊區後港一路101號1樓,25.0270849,121.428143
李記紅茶冰 新莊廟街店,4.3,49,冰品飲料店,新北市新莊區新莊路366號,25.0335007,121.4494935
芙飲樂 黑糖．奶霜專賣 ｜滿150元即可外送｜新莊手搖飲必喝,4.9,38,冰品飲料店,新北市新莊區八德街97號1樓,25.0214257,121.4244799
七盞茶 新莊後港店,4.6,405,冰品飲料店,新北市新莊區後港一路39號,25.0262911,121.42557
IOU醇品茶道,4.7,33,冰品飲料店,新北市新莊區新莊路394號,25.033474,121.448816
紅茶洋行 新莊民安店 自取買5送1 外送20杯起送需提前訂購,4.5,61,冰品飲料店,新北市新莊區民安路135號,25.0242823,121.4251553
大家來找茶飲料店/新莊飲料/新莊手搖飲/新莊茶飲/新莊飲料推薦/新莊冷飲/新莊推薦手搖飲,5.0,5,冰品飲料店,新北市新莊區福營路385之1號,25.0273732,121.4225927
珍煮丹 新莊輔大店,4.2,189,冰品飲料店,新北市新莊區中正路516-34號,25.032312,121.432682
WAKU WAKU tea,4.4,64,冰品飲料店,新北市新莊區中正路110-2號,25.0365362,121.4532989
叮哥茶飲-新莊民安店,4.9,468,冰品飲料店,新北市新莊區民安西路213號,25.0148158,121.4261405
金剛咖啡茶飲-新莊西盛店,4.9,109,冰品飲料店,新北市新莊區西盛街137號,25.0184819,121.4282915
烏弄原生茶飲(新莊民安店),3.4,35,冰品飲料店,新北市新莊區民安路178號,25.0238253,121.4251339
PG tea 鴿子茶飲-新莊後港店,4.6,17,冰品飲料店,新北市新莊區後港一路107號1樓,25.0271916,121.4284679
Coco都可新莊輔大,4.9,77,冰品飲料店,新北市新莊區建國一路66號,25.0306977,121.4341709
新莊區糖玄宗黑糖鮮飲 四維店,4.1,51,冰品飲料店,新北市新莊區四維路157號157號 對面,25.021896,121.4226023
得正#新莊輔大計劃,3.4,85,冰品飲料店,新北市新莊區建國一路64號,25.03067,121.434154
牧夏飲品-新莊公園店,4.3,15,冰品飲料店,新北市新莊區公園路28號,25.0390862,121.4486145
小水牛生活飲品民安西店,4.2,64,冰品飲料店,新北市新莊區民安西路182號,25.0157338,121.4258894
ComeBuy Xinzhuang Fu Jen University,3.8,95,冰品飲料店,新北市新莊區建國一路28號,25.0315889,121.4337604
"喝茶坊-龍安店 黑糖珍珠奶茶手搖飲料,手搖杯專賣店(來店自取買五送一)玩具，盲盒，一番賞",4.6,127,珍珠奶茶,新北市新莊區龍安路212號,25.019886,121.4200079
山焙 SUNBAY（新莊幸福店）,4.6,241,冰品飲料店,新北市新莊區幸福路669號,25.0491073,121.4508898
老賴茶棧新莊四維店,4.1,165,冰品飲料店,新北市新莊區四維路159號,25.021842,121.422657
清心福全新莊輔大店-珍珠奶茶手搖飲料專賣店,4.3,78,珍珠奶茶,新北市新莊區中正路516-36號,25.03226,121.432601
鮮茶道新莊新豐店,3.9,90,冰品飲料店,新北市新莊區新豐街2號,25.0347003,121.4490057
沐風茶飲《清心桂花凍飲專賣店》,0.0,0,冰品飲料店,新北市新莊區西盛街191號,25.017352,121.428283
鮮Q茶飲 新莊旗艦店,4.6,92,冰品飲料店,新北市新莊區新莊路2號,25.0379626,121.4592644
好了啦-新莊新莊店,2.3,10,冰品飲料店,新北市新莊區新莊路433號,25.0334902,121.4502309
茶湯會新莊民安西店,4.1,156,冰品飲料店,新北市新莊區民安西路153號,25.0166085,121.4263109
COMEBUY_新莊新泰店,4.7,62,冰品飲料店,新北市新莊區新泰路313號,25.0412894,121.4451897
清心福全新莊雙鳳店-珍珠奶茶手搖飲料專賣店,4.2,250,冰品飲料店,新北市新莊區雙鳳路24號,25.0270927,121.4167274
可不可熟成紅茶-新莊新泰店,4.5,239,冰品飲料店,新北市新莊區新泰路71號,25.0342005,121.4492054
五桐號 WOOTEA 新莊新泰店,3.9,73,冰品飲料店,預訂,25.0416028,121.445351
青春時光飲料店,4.8,19,冰品飲料店,新北市新莊區德豐街15-1號,25.0436672,121.4516319
拾汣茶屋 新莊幸福店 外送 自取 加Line點餐 ID：@863sbpep (新莊 飲品 TOYZ 飲料店 推薦),4.0,184,冰品飲料店,新北市新莊區幸福路781號,25.0489446,121.4469267
清心福全新莊富國店-珍珠奶茶手搖飲料專賣店,3.9,600,冰品飲料店,新北市新莊區富國路76號,25.025901,121.419927
50嵐 民安店,3.6,256,冰品飲料店,新北市新莊區民安西路4號,25.0217675,121.4263629
迷客夏Milksha 新北新莊新泰店,4.2,40,冰品飲料店,新北市新莊區新泰路65號1樓,25.0342095,121.449373
茶壜精緻茶飲(新北新莊輔大店),3.0,2,珍珠奶茶,新北市新莊區中正路510號,25.0344956,121.4342086
果霸茶新莊富國店,4.1,169,冰品飲料店,新北市新莊區富國路113-3號,25.0248817,121.4237015
N9號茶沏,2.7,6,冰品飲料店,新北市新莊區新莊路214號,25.0342838,121.4529867
茶聚CHAGE新莊幸福店,4.3,250,冰品飲料店,新北市新莊區幸福路707號,25.0489733,121.4499367
微胖手作茶飲 新莊新泰店,4.6,73,冰品飲料店,新北市新莊區新泰路478號,25.0455907,121.4428686
一加一茶行(新莊店),4.0,113,冰品飲料店,新北市新莊區中平路107號,25.0462992,121.4447295
無飲新莊店,4.5,116,冰品飲料店,新北市新莊區中港一街14號1樓,25.0457566,121.4515934
麻古茶坊Macu 新北新莊新泰店,4.3,210,冰品飲料店,新北市新莊區新泰路214號,25.0388623,121.446925
皇爵-新莊公園店,3.7,85,冰品飲料店,新北市新莊區公園路208號,25.0402966,121.4551143
50嵐輔大店,3.4,181,冰品飲料店,新北市新莊區建國一路30號,25.0315905,121.4337618
大茗本位製茶堂-新莊幸福店,4.4,77,冰品飲料店,新北市新莊區幸福路838號,25.0492045,121.4450039
芋璽芋香茶飲專賣（新泰旗艦店）,4.3,42,冰品飲料店,新北市新莊區新泰路223號,25.0391387,121.4464776
上宇林新莊幸福店,4.8,169,冰品飲料店,新北市新莊區幸福路771號,25.0489209,121.447099
尚飲綠豆沙專門店,4.9,254,冰品飲料店,新北市新莊區天祥街48號,25.0289898,121.4167686
紅茶洋行 新莊復興店 89911211 自取買5送1 30杯可外送需提前訂購,4.1,101,冰品飲料店,新北市新莊區復興路一段63號,25.0425063,121.4475708
50嵐 新泰店,3.9,342,冰品飲料店,新北市新莊區新泰路311號,25.0411932,121.4452201
茶湯會-新莊中平,3.5,128,冰品飲料店,新北市新莊區中平路127號,25.046865,121.444661
啾豆綠豆沙飲品（新莊四維店）,4.9,62,冰品飲料店,新北市新莊區四維路169號,25.0215404,121.4225842
珍果飲-飲料店,5.0,5,冰品飲料店,新北市新莊區西盛街199號號前,25.017051,121.428278
CoCo都可 新莊中和店,4.2,426,冰品飲料店,新北市新莊區中和街178號,25.0494009,121.4474534
唐棉時尚茶飲新莊中港店,4.0,75,冰品飲料店,新北市新莊區中港路442號,25.0511544,121.4519653
五桐號WooTea 新北新莊富國店,3.4,198,冰品飲料店,新北市新莊區富國路49號,25.0262289,121.4193847
龜記茗品 新莊幸福店,3.3,249,冰品飲料店,新北市新莊區中和街123號,25.04844,121.4473356
口感創意飲品專賣店,4.6,122,冰品飲料店,新北市新莊區中平路60號,25.044221,121.4449589
武林茶文創人文茶飲坊 - 新莊中華旗艦店,4.7,452,珍珠奶茶,新北市新莊區中華路一段28號,25.0375023,121.4521365
梁茶飲品店,4.8,5,冰品飲料店,新北市新莊區景德路193號1樓,25.0338882,121.4498681
清心福全新莊新泰店-珍珠奶茶手搖飲料專賣店,4.1,83,珍珠奶茶,新北市新莊區新泰路323號,25.0415338,121.445068
紅茶洋行 新莊中港店,4.1,71,冰品飲料店,新北市新莊區中港路400號,25.0498523,121.4523709
茶漾,4.4,57,冰品飲料店,新北市新莊區福壽街22號,25.0480167,121.4581246
Monkey’s黑糖粉圓鮮奶新莊四維店,0.0,0,冰品飲料店,新北市新莊區四維路97巷242號,25.0235304,121.423441
COMEBUY_新莊雙鳳,4.3,51,冰品飲料店,新北市新莊區雙鳳路25號,25.0268125,121.4165757
可不可熟成紅茶-新莊幸福店,4.0,356,冰品飲料店,新北市新莊區幸福路769號,25.0489916,121.4470614
麻古茶坊Macu 新北新莊富國店,4.4,355,冰品飲料店,新北市新莊區富國路72號,25.0258736,121.419915
小茶齋 新莊-中港店,4.2,130,冰品飲料店,新北市新莊區中港一街8號,25.0458012,121.4517565
TEA TOP第一味 新莊幸福店,4.5,63,冰品飲料店,新北市新莊區幸福路825號,25.0489937,121.4451472
黑瀧堂新莊幸福店,4.9,79,冰品飲料店,新北市新莊區中和街83號1樓,25.0476965,121.4473407
奶瓶奶茶新莊站,4.2,5,餐廳,新北市新莊區新莊路246號,25.0342593,121.4522241
COMEBUY_新莊中港店,3.7,103,冰品飲料店,新北市新莊區中港路135號,25.0402885,121.4551824
五桐號WooTea 新北新莊中和店,3.8,146,冰品飲料店,新北市新莊區中和街157號1樓,25.0498632,121.4472152
黑丸嫩仙草 新泰店,4.7,126,冰品飲料店,新北市新莊區新泰路176號1樓,25.037997,121.447498
茶太屋,3.7,10,冰品飲料店,新北市新莊區天祥街68號,25.0294025,121.4162021
茶湯會新莊中港店,3.7,172,冰品飲料店,新北市新莊區中港路304號,25.0449657,121.4527395
霜江茶行新莊福樂店,4.3,30,冰品飲料店,新北市新莊區福樂街11號,25.0448948,121.4578332
大苑子DaYunga.tea-新莊富國店,3.7,299,冰品飲料店,新北市新莊區富國路91號,25.0259052,121.4206546
杜芳子古味茶鋪-新莊思源店,4.1,169,冰品飲料店,新北市新莊區思源路351號,25.050463,121.459547
烏弄原生茶飲 新莊幸福店,3.9,222,冰品飲料店,新北市新莊區幸福路39號,25.0493866,121.4584986
COMEBUY_新莊福壽店,4.1,110,冰品飲料店,新北市新莊區福壽街186號,25.0532008,121.458112
清心福全新莊建中店-珍珠奶茶手搖飲料專賣店,4.2,105,冰品飲料店,新北市新莊區建中街49號,25.0370671,121.4482062
岑林綠豆沙～新莊四維店,4.5,21,冰品飲料店,新北市新莊區四維路225號,25.0195597,121.4216362
清心福全昌隆店-珍珠奶茶手搖飲料專賣店,2.9,75,冰品飲料店,新北市新莊區昌隆街24號,25.0506911,121.4539023
清心福全新莊化成店-珍珠奶茶手搖飲料專賣店,4.1,101,冰品飲料店,"號之3, No. 488號之3化成路新莊區新北市24252",25.0517897,121.4663945
CoCo都可 新莊中港店,3.9,195,冰品飲料店,新北市新莊區中港路323號,25.0449396,121.4524031
永貞新村紅茶冰-新莊自信店,4.9,11,冰品飲料店,新北市新莊區自信街45巷6號,25.0486597,121.454796
清原芋圓 新莊富國店,4.7,365,冰品飲料店,"號 1 樓, No. 3富國路176巷新莊區新北市242",25.0242116,121.4242309
清心福全新莊福壽店,3.4,252,冰品飲料店,新北市新莊區福壽街8號,25.0475971,121.4578921
清心福全新莊民樂店_珍珠奶茶手搖專賣店,3.9,96,冰品飲料店,新北市新莊區民樂街95號,25.0436241,121.4578082
大碗公冰．甜品-新莊中正店,3.3,346,冰品飲料店,新北市新莊區中正路219號,25.0356466,121.4511597
大紅茶業 茶葉 手搖飲,4.9,114,冰品飲料店,新北市新莊區中港路615巷10號1樓,25.053374,121.4508326
50嵐 富國店,3.5,351,冰品飲料店,新北市新莊區富國路37號,25.0264857,121.4190257
舒油頭-新莊幸福店,3.7,61,冰品飲料店,新北市新莊區幸福路505號,25.049282,121.4559894
芋見幸福-新莊裕民店-大甲芋頭牛奶,5.0,29,冰品飲料店,新北市新莊區裕民街83-77號,25.0236931,121.4184182
田心園茶飲,3.5,181,冰品飲料店,新北市新莊區福壽街21號,25.0481164,121.457939
亭仔腳古早味 - 幸福路上,4.8,293,冰品飲料店,新北市新莊區福壽街64號,25.0490537,121.4584608
聰悟蜜語,0.0,0,冰品飲料店,新北市新莊區中港路483巷20號1樓,25.0498896,121.4519105
立錸冰品店,0.0,0,冰品飲料店,新北市新莊區中信街,25.0512353,121.4486025
好了啦-新莊中信店,5.0,4,無酒精飲料店,新北市新莊區中信街71-1號,25.0509614,121.4487579
熱血焦糖新莊中港店,4.8,48,冰品飲料店,新北市新莊區中港路438號1樓,25.0511008,121.4520085
李記紅茶冰新莊榮富店,4.5,57,冰品飲料店,新北市新莊區中和街155巷7號,25.0496685,121.4469403
功夫茶 KUNGFUTEA 新莊榮富店(榮富國小對面),4.6,275,冰品飲料店,新北市新莊區中和街214號,25.0508039,121.4481169
50嵐 新莊中和店,4.2,344,冰品飲料店,新北市新莊區中和街196號,25.0502506,121.4476853
茶研所連鎖專賣店 自然/用心/專研好茶,5.0,1,冰品飲料店,新北市新莊區自信街12號,25.0481346,121.4535898
誠字號 ChengTea 新莊門市 | 特殊韻味茶專賣店,4.9,371,冰品飲料店,新北市新莊區中港路618之3號,25.0546822,121.4512009
小佐お茶作-新莊中榮店,4.4,129,珍珠奶茶,新北市新莊區中榮街72-1號1樓,25.0528746,121.4483388
清心福全新莊幸福店-珍珠奶茶手搖飲料專賣店,3.2,61,冰品飲料店,新北市新莊區幸福路786號號1樓,25.0492228,121.4467652
DOCHI都沏-製茶所,4.3,7,冰品飲料店,新北市新莊區中港路355號,25.0459017,121.4519096
清心福全中原店-珍珠奶茶手搖飲料專賣店,3.4,161,冰品飲料店,新北市新莊區中原路337號,25.054291,121.4454664
清心福全新莊中港店-珍珠奶茶手搖飲料專賣店,3.5,206,珍珠奶茶,新北市新莊區中港路302號,25.04498,121.4527936
麻古茶坊 新莊幸福店,4.4,264,冰品飲料店,新北市新莊區幸福路767號,25.0489901,121.4470966
茗舖（新莊民樂店）手搖茶飲料,4.8,141,冰品飲料店,新北市新莊區民樂街99號,25.043811,121.4577645
好了啦紅茶冰-福樂店,5.0,1,冰品飲料店,新北市新莊區福樂街47號號內,25.0472808,121.4574635
零下21度c綿綿冰-新莊店,4.4,61,冰品飲料店,新北市新莊區中和街94號,25.0468088,121.4477041
台茶1號 新莊復興店,4.1,174,冰品飲料店,新北市新莊區復興路一段216號,25.0436686,121.4529497
再睡5分鐘 - 新莊幸福店,4.7,596,冰品飲料店,新北市新莊區幸福路770號,25.0492127,121.4470864
鮮茶道(新莊福壽店),3.7,89,冰品飲料店,新北市新莊區福壽街82號,25.0497364,121.4582513
杯杯樂【綠豆沙】專賣店,4.7,16,冰品飲料店,新北市新莊區福壽街154號,25.0523659,121.4580388
珍珠奶茶x鍋燒意麵/新莊美食/新莊小吃/新莊必吃/新莊餐廳/新莊鍋燒意麵/新莊飲料推薦,5.0,700,冰品飲料店,新北市新莊區中平路198巷14號,25.048298,121.445729
紫珊螺螄粉(新莊中信店),4.2,337,中國菜,新北市新莊區中信街69號,25.0509335,121.4489068
浩室茶飲 hao's,4.5,17,冰品飲料店,新北市新莊區公園路220號1樓,25.040428,121.4559567
藍小豬冰菓室,4.6,114,冰品飲料店,新北市新莊區中港路417巷5號,25.0474158,121.4518451
活力堡點,4.8,10,早餐,新北市新莊區中信街52號,25.0509832,121.4494283
功夫茶,1.0,1,冰品飲料店,新北市新莊區思源路,25.0584121,121.4603661
可不可熟成紅茶-新莊五權店,4.3,164,冰品飲料店,新北市新莊區五權一路40號,25.0654419,121.457668
綠豆冷凍豆花,4.6,24,冰品飲料店,新北市新莊區福壽街55號,25.0490366,121.4581425
夏雪覓境,4.8,197,冰品飲料店,新北市新莊區福前街161號1樓,25.0565952,121.4631459
布丁主義,4.1,544,冰品飲料店,新北市新莊區福壽街44號,25.0484615,121.4583556
蘋果,3.2,176,早餐,新北市新莊區中信街21號 號,25.0507746,121.4510381
綠豆先生-化成店,4.6,12,冰品飲料店,新北市新莊區化成路500號1F,25.0521576,121.4662218
千立冰品,4.5,112,冰品飲料店,新北市新莊區化成路89號,25.0466021,121.4654213
星河咖啡 自家烘焙 咖啡豆專賣（平日18:30後，無內用，僅供外帶）,4.7,255,冰品飲料店,新北市新莊區中和街60巷17號,25.0448982,121.4487285
蕃茄村漢堡-新莊中信店,3.3,116,餐廳,新北市新莊區中信街67巷8號,25.0508789,121.4485725
豐滿早午餐 新莊中信店,4.1,921,早午餐,新北市新莊區中信街72-2號,25.0519591,121.448542
中信里,0.0,0,242新北市新莊區,沒有地址,25.0511119,121.4506172
巨林美而美,5.0,7,早餐,新北市新莊區中信街4號,25.0509322,121.4515554
清原芋圓 新北新莊化成店,3.8,529,冰品飲料店,新北市新莊區化成路283號,25.0547817,121.4659599
阿文冰品店,4.8,42,冰品飲料店,新北市新莊區化成路712號1樓,25.0568107,121.4658578
夏雪冰鋪$巧達可麗餅,4.7,147,冰品飲料店,新北市新莊區中港路417巷5號1樓,25.0474133,121.451848
"MOOOD | coffee, sweets & pizza (本店採預約制)｜阿根廷手工蔬食烘培料理｜甜點｜阿爾法赫餅乾｜咖啡輕食｜",4.6,45,阿根廷菜,新北市新莊區中信街29號,25.0507221,121.4506469
99+1冰,4.8,6,冰品飲料店,新北市新莊區化成路712號,25.0568107,121.4658578
轉角冰沙,0.0,0,冰品飲料店,新北市新莊區化成路500旁,25.0522319,121.4662516
迷客夏Milksha 新北新莊店,3.8,428,冰品飲料店,新北市新莊區中平路111號,25.0464589,121.4447025
少廢化 無包裝選物店,4.9,77,冰品飲料店,新北市新莊區中港路360-6號,25.046636,121.4522885
微笑冰品,4.6,134,冰品飲料店,新北市新莊區中平路198巷29號,25.0486115,121.4464473
A53義式咖啡.手作茶飲,4.3,38,冰品飲料店,新北市新莊區中和街53號,25.0446806,121.447965
清心福全新莊民樂店_珍珠奶茶手搖專賣店,3.9,95,冰品飲料店,新北市新莊區民樂街95號,25.0436241,121.4578082
市民小站 citizen,4.2,46,冰品飲料店,新北市新莊區建中街52號,25.0373604,121.448395
珍珠奶茶x鍋燒意麵/新莊美食/新莊小吃/新莊必吃/新莊餐廳/新莊鍋燒意麵/新莊飲料推薦,5.0,701,冰品飲料店,新北市新莊區中平路198巷14號,25.048298,121.445729
不夜侯製茶所(新莊店),4.5,22,無酒精飲料店,新北市新莊區幸福路783號,25.048908,121.446827
青芽摘CHING YA TEA 新莊幸福店,4.5,46,冰品飲料店,新北市新莊區幸福路827號,25.0489606,121.445106
茶鈦工坊,4.5,17,冰品飲料店,新北市新莊區五權一路98號,25.0675082,121.4596091
🌿八茗茶🌿純茗手作🍊,3.7,3,冰品飲料店,新北市新莊區中華路一段8號,25.0369627,121.4521333
姿姿飲 手搖飲專賣店,4.2,25,冰品飲料店,新北市新莊區中平路14號1樓,25.0428425,121.4449135
Sharetea歇腳亭-新莊中誠店,4.6,235,冰品飲料店,新北市新莊區中和街112號,25.0473117,121.4476192
夏雪覓境,4.8,196,冰品飲料店,新北市新莊區福前街161號1樓,25.0565952,121.4631459
夏雪冰鋪$巧達可麗餅,4.7,146,冰品飲料店,新北市新莊區中港路417巷5號1樓,25.0474133,121.451848
泰國·遇 泰式奶茶專賣店(新莊廟街店),4.6,141,冰品飲料店,新北市新莊區新莊路364號,25.0335739,121.4495555
AI天后黑木耳露旗艦店 | 新莊伴手禮 | 養生飲品批發 | 白木耳批發 | 黑木耳批發 | 雪燕批發 | 桃膠批發 | 創業加盟 | 滷味推薦,4.3,38,冰品飲料店,新北市新莊區思源路490號1樓,25.0547938,121.4602874
清心福全新莊新豐店“位於新莊廟街旁”,4.2,99,無酒精飲料店,新北市新莊區新泰路79號,25.0344346,121.4492836
不二弄咖啡-中原店,4.2,69,餐廳,新北市新莊區中原東路172號,25.0545246,121.461716
啾豆綠豆沙飲品（新莊中華店）綠豆冰沙,4.7,39,冰品飲料店,新北市新莊區中華路一段242號,25.0435573,121.4527966
茶湯會新莊中港店,3.7,173,冰品飲料店,新北市新莊區中港路304號,25.0449657,121.4527395
Q Tea Mei Mei 黑糖飲,5.0,4,冰品飲料店,新北市新莊區中和街9號,25.043253,121.4482539
CoCo都可 新莊中港店,3.9,194,冰品飲料店,新北市新莊區中港路323號,25.0449396,121.4524031
Good Drink x 綠豆冰沙,4.3,16,冰品飲料店,新北市新莊區中華路一段228號家傳滷肉飯騎樓,25.0432315,121.4527254
50嵐新莊中港店,3.9,117,冰品飲料店,新北市新莊區中港路335號1樓,25.0453491,121.4522404
紅茶洋行 新莊復興店 自取買5送1 30杯可外送需提前訂購,4.1,101,冰品飲料店,新北市新莊區復興路一段63號,25.0425063,121.4475708
黑瀧堂新莊幸福店,4.9,78,冰品飲料店,新北市新莊區中和街83號1樓,25.0476965,121.4473407
鴻 天然果汁 現打果汁 新莊果汁專賣店,3.7,12,冰品飲料店,新北市新莊區中華路二段1-17號,25.0448907,121.4532464
龜記茗品 新莊幸福店,3.3,248,冰品飲料店,新北市新莊區中和街123號,25.04844,121.4473356
楓葉屋 咖啡鬆餅飲料,4.1,61,冰品飲料店,新北市新莊區公園路31號,25.0402378,121.4529304
旭杯-新莊總店,4.3,20,冰品飲料店,新北市新莊區中平路124號,25.0465543,121.444939
迷客夏Milksha 新北新莊店,3.8,426,冰品飲料店,新北市新莊區中平路111號,25.0464589,121.4447025
清心福全新莊民樂店_珍珠奶茶手搖專賣店,3.9,94,冰品飲料店,新北市新莊區民樂街95號,25.0436241,121.4578082
粒粒小姐新莊總店,4.8,694,冰品飲料店,新北市新莊區新莊路457-4號,25.0333408,121.449496
功夫茶 KUNGFUTEA 新莊榮富店(榮富國小對面),4.6,274,冰品飲料店,新北市新莊區中和街214號,25.0508039,121.4481169
50嵐 新莊中和店,4.2,343,冰品飲料店,新北市新莊區中和街196號,25.0502506,121.4476853
十二冰品|新莊必吃冰品|冰品推薦|傳統刨冰|必吃美食|必吃冰品|必吃熱品|紅豆湯|燒仙草|綠豆湯|薏仁湯|日式粉粿|浮誇系列冰品|下午茶冰品|芒果牛奶冰品|飯後甜點冰品|飯後點心熱品|高CP值冰品店| 超大碗的冰|芋頭牛奶冰|熱品|芝麻湯圓|黑糖,4.9,400,冰品飲料店,新北市新莊區公園路16號,25.0388924,121.4482803
建安青草店,4.3,85,冰品飲料店,新北市新莊區自強街37巷4號,25.0467324,121.454413
KING KONG金剛咖啡茶飲(建中店),4.9,154,冰品飲料店,新北市新莊區建中街101號,25.0364764,121.4465188
沐益良飲&沐光茶飲(白木耳、手搖飲),5.0,18,冰品飲料店,新北市新莊區自強街53號一樓,25.0470342,121.4546588
一沐日 新莊新泰店,4.0,155,冰品飲料店,新北市新莊區新泰路206號,25.0387362,121.4469843
舒油頭-新莊幸福店,3.7,60,冰品飲料店,新北市新莊區幸福路505號,25.049282,121.4559894
阿不拉紅茶專賣店 新莊昌明店&Q蛋香港雞蛋仔,4.6,21,冰品飲料店,新北市新莊區昌明街68號,25.0522699,121.4554047
COMEBUY_新莊福壽店,4.1,111,冰品飲料店,新北市新莊區福壽街186號,25.0532008,121.458112
仙豆冰品店,4.6,20,冰品飲料店,新北市新莊區幸福路834號,25.049173,121.445154
新泰公園粉條冰,4.0,29,冰品飲料店,新北市新莊區公園一路建中街116巷交叉口,25.0380322,121.4455879
拾絆,5.0,4,冰品飲料店,新北市新莊區中正路510號輔大宜聖宿舍餐廳,25.0360235,121.4352029
五桐號WooTea 新北新莊輔大店,3.3,62,冰品飲料店,新北市新莊區建國一路15號1樓,25.031831,121.434081
青源家-建中店／綠豆沙·冰沙專賣店,4.8,151,冰品飲料店,新北市新莊區建中街16巷18號1樓,25.0383992,121.449488
青芽摘CHING YA TEA 新莊幸福店,4.5,47,冰品飲料店,新北市新莊區幸福路827號,25.0489606,121.445106
不夜侯製茶所(新莊店),4.6,20,無酒精飲料店,新北市新莊區幸福路783號,25.048908,121.446827
沁林雪花冰甜品專賣,4.8,208,冰品飲料店,新北市新莊區中港路132巷14號大門位於公園路220號對面,25.0406754,121.4559511
羊一茶 新莊宏匯店,3.6,8,冰品飲料店,新北市新莊區幸福路783號,25.048908,121.446827
丞丞黑糖青蛙撞奶,4.8,20,冰品飲料店,新北市新莊區幸福路827號,25.0489955,121.445146
有記名茶 WANGTEA-新北宏匯廣場門市,4.1,9,無酒精飲料店,新北市新莊區新北大道四段3號B2,25.059549,121.4494384
紅芯坊飲品專賣店,5.0,25,冰品飲料店,新北市新莊區民安西路77號,25.019618,121.427265
中宏里,0.0,0,,新北市新莊區,25.0478588,121.4484158
好了啦紅茶冰-新莊四維店,3.6,7,冰品飲料店,新北市新莊區四維路123號,25.0229641,121.4230619
中宏里,0.0,0,242新北市新莊區,沒有地址,25.047677,121.4475819
紅茶洋行 新莊民安店 自取買5送1 外送需提前訂購,4.5,60,冰品飲料店,新北市新莊區民安路135號,25.0242823,121.4251553
七盞茶 新莊後港店,4.6,403,冰品飲料店,新北市新莊區後港一路39號,25.0262911,121.42557
