行政區,年,月,年齡,男,女,合計
新店區,112,9,0歲,633,632,1265
新店區,112,9,1歲,818,761,1579
新店區,112,9,2歲,886,824,1710
新店區,112,9,3歲,910,831,1741
新店區,112,9,4歲,877,878,1755
新店區,112,9,5歲,912,884,1796
新店區,112,9,6歲,1022,993,2015
新店區,112,9,7歲,1077,1023,2100
新店區,112,9,8歲,1068,994,2062
新店區,112,9,9歲,1004,901,1905
新店區,112,9,10歲,969,994,1963
新店區,112,9,11歲,945,917,1862
新店區,112,9,12歲,906,842,1748
新店區,112,9,13歲,874,826,1700
新店區,112,9,14歲,950,993,1943
新店區,112,9,15歲,1088,1047,2135
新店區,112,9,16歲,1160,1113,2273
新店區,112,9,17歲,1139,1118,2257
新店區,112,9,18歲,1169,1110,2279
新店區,112,9,19歲,1283,1164,2447
新店區,112,9,20歲,1368,1305,2673
新店區,112,9,21歲,1498,1376,2874
新店區,112,9,22歲,1596,1533,3129
新店區,112,9,23歲,1788,1692,3480
新店區,112,9,24歲,1695,1633,3328
新店區,112,9,25歲,1847,1739,3586
新店區,112,9,26歲,1993,1836,3829
新店區,112,9,27歲,2115,1994,4109
新店區,112,9,28歲,2016,1937,3953
新店區,112,9,29歲,2076,2065,4141
新店區,112,9,30歲,2107,1982,4089
新店區,112,9,31歲,2038,1941,3979
新店區,112,9,32歲,2065,1966,4031
新店區,112,9,33歲,2093,1894,3987
新店區,112,9,34歲,2003,1986,3989
新店區,112,9,35歲,1872,1878,3750
新店區,112,9,36歲,1850,1823,3673
新店區,112,9,37歲,1899,1872,3771
新店區,112,9,38歲,2074,2096,4170
新店區,112,9,39歲,2130,2196,4326
新店區,112,9,40歲,2167,2258,4425
新店區,112,9,41歲,2300,2360,4660
新店區,112,9,42歲,2345,2288,4633
新店區,112,9,43歲,2285,2382,4667
新店區,112,9,44歲,2246,2374,4620
新店區,112,9,45歲,2236,2422,4658
新店區,112,9,46歲,2240,2583,4823
新店區,112,9,47歲,2364,2497,4861
新店區,112,9,48歲,2041,2479,4520
新店區,112,9,49歲,2267,2469,4736
新店區,112,9,50歲,2281,2592,4873
新店區,112,9,51歲,2416,2578,4994
新店區,112,9,52歲,2367,2653,5020
新店區,112,9,53歲,2486,2805,5291
新店區,112,9,54歲,2556,2848,5404
新店區,112,9,55歲,2474,2855,5329
新店區,112,9,56歲,2395,2767,5162
新店區,112,9,57歲,2452,2742,5194
新店區,112,9,58歲,2563,2943,5506
新店區,112,9,59歲,2524,2883,5407
新店區,112,9,60歲,2479,3020,5499
新店區,112,9,61歲,2453,2918,5371
新店區,112,9,62歲,2316,2812,5128
新店區,112,9,63歲,2358,2753,5111
新店區,112,9,64歲,2279,2827,5106
新店區,112,9,65歲,2222,2687,4909
新店區,112,9,66歲,2038,2582,4620
新店區,112,9,67歲,2346,2746,5092
新店區,112,9,68歲,2181,2656,4837
新店區,112,9,69歲,2037,2514,4551
新店區,112,9,70歲,1945,2426,4371
新店區,112,9,71歲,1901,2422,4323
新店區,112,9,72歲,1872,2243,4115
新店區,112,9,73歲,1463,1902,3365
新店區,112,9,74歲,1389,1790,3179
新店區,112,9,75歲,1119,1514,2633
新店區,112,9,76歲,950,1367,2317
新店區,112,9,77歲,753,1034,1787
新店區,112,9,78歲,643,927,1570
新店區,112,9,79歲,719,1014,1733
新店區,112,9,80歲,647,912,1559
新店區,112,9,81歲,593,908,1501
新店區,112,9,82歲,535,806,1341
新店區,112,9,83歲,401,759,1160
新店區,112,9,84歲,365,640,1005
新店區,112,9,85歲,319,502,821
新店區,112,9,86歲,268,508,776
新店區,112,9,87歲,230,453,683
新店區,112,9,88歲,205,351,556
新店區,112,9,89歲,179,300,479
新店區,112,9,90歲,188,241,429
新店區,112,9,91歲,203,227,430
新店區,112,9,92歲,166,190,356
新店區,112,9,93歲,170,149,319
新店區,112,9,94歲,111,120,231
新店區,112,9,95歲,104,103,207
新店區,112,9,96歲,59,75,134
新店區,112,9,97歲,42,56,98
新店區,112,9,98歲,48,46,94
新店區,112,9,99歲,32,35,67
新店區,112,9,100歲以上,77,66,143
總計,,,,145223,158968,304191


              
