行政區,年,月,年齡,男,女,合計
新店區,112,7,0歲,663,672,1335
新店區,112,7,1歲,843,765,1608
新店區,112,7,2歲,877,813,1690
新店區,112,7,3歲,919,867,1786
新店區,112,7,4歲,861,879,1740
新店區,112,7,5歲,959,890,1849
新店區,112,7,6歲,1051,1024,2075
新店區,112,7,7歲,1068,1029,2097
新店區,112,7,8歲,1090,979,2069
新店區,112,7,9歲,961,883,1844
新店區,112,7,10歲,1013,1023,2036
新店區,112,7,11歲,948,911,1859
新店區,112,7,12歲,828,777,1605
新店區,112,7,13歲,893,859,1752
新店區,112,7,14歲,929,956,1885
新店區,112,7,15歲,1123,1076,2199
新店區,112,7,16歲,1157,1075,2232
新店區,112,7,17歲,1102,1104,2206
新店區,112,7,18歲,1199,1128,2327
新店區,112,7,19歲,1259,1169,2428
新店區,112,7,20歲,1363,1327,2690
新店區,112,7,21歲,1521,1378,2899
新店區,112,7,22歲,1636,1598,3234
新店區,112,7,23歲,1759,1671,3430
新店區,112,7,24歲,1681,1626,3307
新店區,112,7,25歲,1925,1773,3698
新店區,112,7,26歲,2031,1828,3859
新店區,112,7,27歲,2046,2029,4075
新店區,112,7,28歲,2027,1970,3997
新店區,112,7,29歲,2070,2059,4129
新店區,112,7,30歲,2122,1950,4072
新店區,112,7,31歲,2043,1933,3976
新店區,112,7,32歲,2084,1953,4037
新店區,112,7,33歲,2084,1886,3970
新店區,112,7,34歲,1956,1985,3941
新店區,112,7,35歲,1875,1853,3728
新店區,112,7,36歲,1810,1802,3612
新店區,112,7,37歲,1967,1902,3869
新店區,112,7,38歲,2056,2130,4186
新店區,112,7,39歲,2166,2174,4340
新店區,112,7,40歲,2174,2295,4469
新店區,112,7,41歲,2283,2349,4632
新店區,112,7,42歲,2312,2258,4570
新店區,112,7,43歲,2255,2410,4665
新店區,112,7,44歲,2253,2382,4635
新店區,112,7,45歲,2182,2367,4549
新店區,112,7,46歲,2333,2648,4981
新店區,112,7,47歲,2203,2412,4615
新店區,112,7,48歲,2099,2482,4581
新店區,112,7,49歲,2261,2461,4722
新店區,112,7,50歲,2238,2600,4838
新店區,112,7,51歲,2440,2574,5014
新店區,112,7,52歲,2382,2667,5049
新店區,112,7,53歲,2501,2799,5300
新店區,112,7,54歲,2518,2848,5366
新店區,112,7,55歲,2463,2796,5259
新店區,112,7,56歲,2399,2797,5196
新店區,112,7,57歲,2457,2688,5145
新店區,112,7,58歲,2591,2998,5589
新店區,112,7,59歲,2488,2901,5389
新店區,112,7,60歲,2488,2971,5459
新店區,112,7,61歲,2423,2871,5294
新店區,112,7,62歲,2321,2854,5175
新店區,112,7,63歲,2307,2730,5037
新店區,112,7,64歲,2332,2770,5102
新店區,112,7,65歲,2144,2660,4804
新店區,112,7,66歲,2104,2642,4746
新店區,112,7,67歲,2291,2689,4980
新店區,112,7,68歲,2171,2607,4778
新店區,112,7,69歲,1992,2519,4511
新店區,112,7,70歲,1942,2451,4393
新店區,112,7,71歲,1903,2391,4294
新店區,112,7,72歲,1822,2154,3976
新店區,112,7,73歲,1465,1899,3364
新店區,112,7,74歲,1346,1761,3107
新店區,112,7,75歲,1098,1453,2551
新店區,112,7,76歲,915,1345,2260
新店區,112,7,77歲,698,955,1653
新店區,112,7,78歲,654,948,1602
新店區,112,7,79歲,726,1022,1748
新店區,112,7,80歲,658,923,1581
新店區,112,7,81歲,562,876,1438
新店區,112,7,82歲,537,811,1348
新店區,112,7,83歲,395,765,1160
新店區,112,7,84歲,362,589,951
新店區,112,7,85歲,296,525,821
新店區,112,7,86歲,289,511,800
新店區,112,7,87歲,219,434,653
新店區,112,7,88歲,193,370,563
新店區,112,7,89歲,202,283,485
新店區,112,7,90歲,193,250,443
新店區,112,7,91歲,198,212,410
新店區,112,7,92歲,170,193,363
新店區,112,7,93歲,161,161,322
新店區,112,7,94歲,120,117,237
新店區,112,7,95歲,98,107,205
新店區,112,7,96歲,63,66,129
新店區,112,7,97歲,42,62,104
新店區,112,7,98歲,48,42,90
新店區,112,7,99歲,30,35,65
新店區,112,7,100歲以上,81,62,143
總計,,,,144856,158524,303380


              
