行政區,年,月,年齡,男,女,合計
五股區,112,2,0歲,341,311,652
五股區,112,2,1歲,323,303,626
五股區,112,2,2歲,326,349,675
五股區,112,2,3歲,350,352,702
五股區,112,2,4歲,347,309,656
五股區,112,2,5歲,371,359,730
五股區,112,2,6歲,400,335,735
五股區,112,2,7歲,421,366,787
五股區,112,2,8歲,415,349,764
五股區,112,2,9歲,364,348,712
五股區,112,2,10歲,470,404,874
五股區,112,2,11歲,337,285,622
五股區,112,2,12歲,296,247,543
五股區,112,2,13歲,360,319,679
五股區,112,2,14歲,398,324,722
五股區,112,2,15歲,395,373,768
五股區,112,2,16歲,431,392,823
五股區,112,2,17歲,445,401,846
五股區,112,2,18歲,439,410,849
五股區,112,2,19歲,506,426,932
五股區,112,2,20歲,512,445,957
五股區,112,2,21歲,528,506,1034
五股區,112,2,22歲,645,624,1269
五股區,112,2,23歲,662,593,1255
五股區,112,2,24歲,575,587,1162
五股區,112,2,25歲,722,668,1390
五股區,112,2,26歲,773,726,1499
五股區,112,2,27歲,746,694,1440
五股區,112,2,28歲,781,734,1515
五股區,112,2,29歲,752,680,1432
五股區,112,2,30歲,804,701,1505
五股區,112,2,31歲,811,702,1513
五股區,112,2,32歲,812,740,1552
五股區,112,2,33歲,719,650,1369
五股區,112,2,34歲,782,681,1463
五股區,112,2,35歲,726,637,1363
五股區,112,2,36歲,624,609,1233
五股區,112,2,37歲,749,725,1474
五股區,112,2,38歲,807,705,1512
五股區,112,2,39歲,765,783,1548
五股區,112,2,40歲,860,824,1684
五股區,112,2,41歲,896,886,1782
五股區,112,2,42歲,845,867,1712
五股區,112,2,43歲,841,876,1717
五股區,112,2,44歲,859,819,1678
五股區,112,2,45歲,755,794,1549
五股區,112,2,46歲,802,842,1644
五股區,112,2,47歲,695,682,1377
五股區,112,2,48歲,697,747,1444
五股區,112,2,49歲,718,643,1361
五股區,112,2,50歲,678,759,1437
五股區,112,2,51歲,714,657,1371
五股區,112,2,52歲,673,754,1427
五股區,112,2,53歲,715,783,1498
五股區,112,2,54歲,709,750,1459
五股區,112,2,55歲,752,732,1484
五股區,112,2,56歲,720,723,1443
五股區,112,2,57歲,673,789,1462
五股區,112,2,58歲,724,807,1531
五股區,112,2,59歲,727,757,1484
五股區,112,2,60歲,715,742,1457
五股區,112,2,61歲,693,729,1422
五股區,112,2,62歲,598,660,1258
五股區,112,2,63歲,598,657,1255
五股區,112,2,64歲,540,666,1206
五股區,112,2,65歲,509,554,1063
五股區,112,2,66歲,566,610,1176
五股區,112,2,67歲,507,560,1067
五股區,112,2,68歲,445,468,913
五股區,112,2,69歲,472,443,915
五股區,112,2,70歲,380,445,825
五股區,112,2,71歲,393,443,836
五股區,112,2,72歲,325,368,693
五股區,112,2,73歲,251,305,556
五股區,112,2,74歲,213,285,498
五股區,112,2,75歲,170,238,408
五股區,112,2,76歲,152,196,348
五股區,112,2,77歲,132,159,291
五股區,112,2,78歲,119,189,308
五股區,112,2,79歲,102,225,327
五股區,112,2,80歲,110,171,281
五股區,112,2,81歲,110,164,274
五股區,112,2,82歲,81,153,234
五股區,112,2,83歲,74,131,205
五股區,112,2,84歲,67,125,192
五股區,112,2,85歲,52,81,133
五股區,112,2,86歲,47,81,128
五股區,112,2,87歲,54,59,113
五股區,112,2,88歲,39,58,97
五股區,112,2,89歲,36,56,92
五股區,112,2,90歲,44,35,79
五股區,112,2,91歲,41,32,73
五股區,112,2,92歲,34,23,57
五股區,112,2,93歲,22,24,46
五股區,112,2,94歲,24,22,46
五股區,112,2,95歲,21,23,44
五股區,112,2,96歲,15,7,22
五股區,112,2,97歲,10,13,23
五股區,112,2,98歲,12,1,13
五股區,112,2,99歲,1,6,7
五股區,112,2,100歲以上,7,5,12
總計,,,,45864,45855,91719


              
