行政區,年,月,年齡,男,女,合計
深坑區,112,4,0歲,45,60,105
深坑區,112,4,1歲,54,58,112
深坑區,112,4,2歲,77,61,138
深坑區,112,4,3歲,77,44,121
深坑區,112,4,4歲,70,59,129
深坑區,112,4,5歲,75,62,137
深坑區,112,4,6歲,95,79,174
深坑區,112,4,7歲,80,79,159
深坑區,112,4,8歲,84,70,154
深坑區,112,4,9歲,62,59,121
深坑區,112,4,10歲,86,82,168
深坑區,112,4,11歲,72,59,131
深坑區,112,4,12歲,62,62,124
深坑區,112,4,13歲,71,60,131
深坑區,112,4,14歲,72,75,147
深坑區,112,4,15歲,86,98,184
深坑區,112,4,16歲,90,69,159
深坑區,112,4,17歲,113,88,201
深坑區,112,4,18歲,110,102,212
深坑區,112,4,19歲,119,86,205
深坑區,112,4,20歲,141,126,267
深坑區,112,4,21歲,137,127,264
深坑區,112,4,22歲,181,153,334
深坑區,112,4,23歲,165,133,298
深坑區,112,4,24歲,164,140,304
深坑區,112,4,25歲,178,168,346
深坑區,112,4,26歲,197,179,376
深坑區,112,4,27歲,196,169,365
深坑區,112,4,28歲,200,163,363
深坑區,112,4,29歲,198,168,366
深坑區,112,4,30歲,183,175,358
深坑區,112,4,31歲,214,155,369
深坑區,112,4,32歲,188,142,330
深坑區,112,4,33歲,192,147,339
深坑區,112,4,34歲,178,151,329
深坑區,112,4,35歲,131,129,260
深坑區,112,4,36歲,147,117,264
深坑區,112,4,37歲,138,136,274
深坑區,112,4,38歲,180,140,320
深坑區,112,4,39歲,166,143,309
深坑區,112,4,40歲,160,156,316
深坑區,112,4,41歲,188,178,366
深坑區,112,4,42歲,175,176,351
深坑區,112,4,43歲,174,216,390
深坑區,112,4,44歲,167,194,361
深坑區,112,4,45歲,159,172,331
深坑區,112,4,46歲,184,219,403
深坑區,112,4,47歲,160,180,340
深坑區,112,4,48歲,166,184,350
深坑區,112,4,49歲,156,174,330
深坑區,112,4,50歲,175,186,361
深坑區,112,4,51歲,198,203,401
深坑區,112,4,52歲,180,217,397
深坑區,112,4,53歲,219,201,420
深坑區,112,4,54歲,188,241,429
深坑區,112,4,55歲,215,254,469
深坑區,112,4,56歲,200,236,436
深坑區,112,4,57歲,230,265,495
深坑區,112,4,58歲,223,219,442
深坑區,112,4,59歲,249,247,496
深坑區,112,4,60歲,228,231,459
深坑區,112,4,61歲,219,219,438
深坑區,112,4,62歲,207,207,414
深坑區,112,4,63歲,191,209,400
深坑區,112,4,64歲,205,232,437
深坑區,112,4,65歲,146,180,326
深坑區,112,4,66歲,173,174,347
深坑區,112,4,67歲,162,178,340
深坑區,112,4,68歲,136,170,306
深坑區,112,4,69歲,151,154,305
深坑區,112,4,70歲,130,161,291
深坑區,112,4,71歲,122,142,264
深坑區,112,4,72歲,97,131,228
深坑區,112,4,73歲,103,118,221
深坑區,112,4,74歲,90,98,188
深坑區,112,4,75歲,56,88,144
深坑區,112,4,76歲,62,63,125
深坑區,112,4,77歲,29,49,78
深坑區,112,4,78歲,51,55,106
深坑區,112,4,79歲,43,40,83
深坑區,112,4,80歲,53,60,113
深坑區,112,4,81歲,44,55,99
深坑區,112,4,82歲,38,63,101
深坑區,112,4,83歲,34,62,96
深坑區,112,4,84歲,25,48,73
深坑區,112,4,85歲,20,39,59
深坑區,112,4,86歲,23,28,51
深坑區,112,4,87歲,13,28,41
深坑區,112,4,88歲,13,20,33
深坑區,112,4,89歲,9,15,24
深坑區,112,4,90歲,5,14,19
深坑區,112,4,91歲,7,10,17
深坑區,112,4,92歲,14,9,23
深坑區,112,4,93歲,8,7,15
深坑區,112,4,94歲,7,9,16
深坑區,112,4,95歲,2,5,7
深坑區,112,4,96歲,5,1,6
深坑區,112,4,97歲,5,3,8
深坑區,112,4,98歲,2,7,9
深坑區,112,4,99歲,1,4,5
深坑區,112,4,100歲以上,2,5,7
總計,,,,11771,11882,23653


              
