行政區,年,月,年齡,男,女,合計
深坑區,112,10,0歲,48,42,90
深坑區,112,10,1歲,48,64,112
深坑區,112,10,2歲,65,58,123
深坑區,112,10,3歲,74,54,128
深坑區,112,10,4歲,81,64,145
深坑區,112,10,5歲,71,58,129
深坑區,112,10,6歲,82,71,153
深坑區,112,10,7歲,91,81,172
深坑區,112,10,8歲,71,84,155
深坑區,112,10,9歲,74,58,132
深坑區,112,10,10歲,72,67,139
深坑區,112,10,11歲,80,66,146
深坑區,112,10,12歲,65,66,131
深坑區,112,10,13歲,64,55,119
深坑區,112,10,14歲,73,76,149
深坑區,112,10,15歲,85,78,163
深坑區,112,10,16歲,91,94,185
深坑區,112,10,17歲,103,81,184
深坑區,112,10,18歲,112,97,209
深坑區,112,10,19歲,118,102,220
深坑區,112,10,20歲,148,101,249
深坑區,112,10,21歲,125,131,256
深坑區,112,10,22歲,154,140,294
深坑區,112,10,23歲,188,152,340
深坑區,112,10,24歲,166,142,308
深坑區,112,10,25歲,172,143,315
深坑區,112,10,26歲,181,171,352
深坑區,112,10,27歲,183,172,355
深坑區,112,10,28歲,217,172,389
深坑區,112,10,29歲,198,168,366
深坑區,112,10,30歲,200,153,353
深坑區,112,10,31歲,191,168,359
深坑區,112,10,32歲,204,148,352
深坑區,112,10,33歲,196,147,343
深坑區,112,10,34歲,168,143,311
深坑區,112,10,35歲,143,152,295
深坑區,112,10,36歲,150,120,270
深坑區,112,10,37歲,131,121,252
深坑區,112,10,38歲,156,136,292
深坑區,112,10,39歲,186,150,336
深坑區,112,10,40歲,172,148,320
深坑區,112,10,41歲,172,172,344
深坑區,112,10,42歲,175,169,344
深坑區,112,10,43歲,181,192,373
深坑區,112,10,44歲,167,198,365
深坑區,112,10,45歲,169,187,356
深坑區,112,10,46歲,159,211,370
深坑區,112,10,47歲,184,213,397
深坑區,112,10,48歲,162,173,335
深坑區,112,10,49歲,161,168,329
深坑區,112,10,50歲,163,176,339
深坑區,112,10,51歲,184,213,397
深坑區,112,10,52歲,204,210,414
深坑區,112,10,53歲,201,207,408
深坑區,112,10,54歲,196,221,417
深坑區,112,10,55歲,199,274,473
深坑區,112,10,56歲,211,230,441
深坑區,112,10,57歲,216,254,470
深坑區,112,10,58歲,220,229,449
深坑區,112,10,59歲,223,248,471
深坑區,112,10,60歲,245,242,487
深坑區,112,10,61歲,240,226,466
深坑區,112,10,62歲,198,208,406
深坑區,112,10,63歲,202,214,416
深坑區,112,10,64歲,201,214,415
深坑區,112,10,65歲,168,198,366
深坑區,112,10,66歲,153,179,332
深坑區,112,10,67歲,168,174,342
深坑區,112,10,68歲,162,189,351
深坑區,112,10,69歲,136,150,286
深坑區,112,10,70歲,132,165,297
深坑區,112,10,71歲,138,143,281
深坑區,112,10,72歲,101,140,241
深坑區,112,10,73歲,104,127,231
深坑區,112,10,74歲,102,111,213
深坑區,112,10,75歲,62,86,148
深坑區,112,10,76歲,62,82,144
深坑區,112,10,77歲,45,46,91
深坑區,112,10,78歲,34,60,94
深坑區,112,10,79歲,43,41,84
深坑區,112,10,80歲,50,52,102
深坑區,112,10,81歲,50,55,105
深坑區,112,10,82歲,36,62,98
深坑區,112,10,83歲,35,56,91
深坑區,112,10,84歲,26,46,72
深坑區,112,10,85歲,22,40,62
深坑區,112,10,86歲,25,38,63
深坑區,112,10,87歲,14,24,38
深坑區,112,10,88歲,13,22,35
深坑區,112,10,89歲,8,19,27
深坑區,112,10,90歲,6,9,15
深坑區,112,10,91歲,5,14,19
深坑區,112,10,92歲,10,8,18
深坑區,112,10,93歲,9,7,16
深坑區,112,10,94歲,9,9,18
深坑區,112,10,95歲,3,6,9
深坑區,112,10,96歲,1,4,5
深坑區,112,10,97歲,6,1,7
深坑區,112,10,98歲,3,6,9
深坑區,112,10,99歲,1,6,7
深坑區,112,10,100歲以上,2,3,5
總計,,,,11774,11921,23695


              
